,0
69,중고거래의장점있음 최근 가입자 늘고 진상도 늘은 듯 고객센터 직원도 늘은듯 상담글 남기면 답변이 하루이상 걸리던 게  분 이내 혹은 즉시 응답으로 바뀜  최근 사기거래 신고 하니 사기꾼은 계정 놔두고 피해자를 비매너로 정지시킴  다행히 잡아 해결 될때까지 불법거래신고 지속적으로 했으나 해결시점까지 묵인  나만 비매너신고로  일간 정지시켜 오히려 가해자로 몰리게 하고 고객센터에 글 남겨도 지금껏 구경만하고 비매너 신고에 개입하지 않는단 말만 반복하고 사기신고 피해접수에대한 언급은 안 함  사기신고 피해에대해 문의 해도 비매너 접수됐 전체 리뷰
70,동네인증을 해야만 거래가 가능한데  좀 멀리 떨어졌더라도 거래하고 싶은데 그게 안되게 되어있어어 매우 불편합니다  원하는게 다른동네에 있을경우 어떻게 해야 하나요  동네인증을 안해도 거래가능하게 할 수는 없는건가요 
71,게시글에서 사진 보고 창을 닫으면 본 위치가 초기화됩니다  업데이트되고 그런거 같은데 수정해주세요  카데고리 디지털기기에서 한시간전 게시물 사진보고 닫으면 위치가 최신글로 변경됨  수정해주세요  안드로이드     입니다 
72,최근 검색어 기록이 전처럼 많이 남아있으면 좋겠어요  제가 구매하려고 했던 목록이 최근 검색기록에 남아있어서 좋았는데 업데이트되고 나서 많이 줄었네요 
73,심각한 버그있음  년동안 잘사용하였음 올  월부터 검색어노출이 안됨 휴대폰  대 각각 당근 아이디 다 다르나 아무리 저렴하게 올려도 좋아요나 챗팅자체가 안옴  개 당근 폰 가족아이디 다  월부터 그랬음  너무 이상해서 가족폰으로 제가 올린상품 검색하니 전혀 뜨지가 않음 제가 판매중인상품  개를 올렸는데 가족폰으로 제꺼 과거상품 판매완료된거 검색해서 제아이디 클릭해서 현재 판매중인 상품 보니 과거에 판매완료된건마 본이고 제가 판매중으로 올린것은 보이지가 않음 너무 이상햇던게 그동안 꾸준하게 챗팅이 많이오고 좋아요가 엄청 많았는데 신기 전체 리뷰
74,사기나 택배를 보냈는데 돈이 안들어오는 경우가 있다지만 거의 대부분 다 착하시고 친절하셔서 너무 좋아요 그리고 쓰지않는 물건을 버리지않고 재사용 한다는 취지가 너무 좋고 단점이라면 물건을 엄청 헐값에 올려야 팔린다는점이 쪼꼼 아쉬워요 그래도 편리하고 정말 좋은 앱입니다 학생들이 용돈 벌기로도 좋을것같아요 
75,비매너  번 경고 말고  개월 거래 정지제도를 만드시기를 바랍니다  새벽에 너무 화가나서 속이 부글부글 끊어요 직거래 하기로 시간  날짜까지 다 잡아놓고 저같은 경우 오후  시에 만나기로해서 해주세요 심부름 업체까지 잡아서 선불예약했더니 이새끼가 갑자기 새벽  시  분에 채팅을 보내 뭔 일이있다고 약속장소까지 파괴하고 뜬금 택배 착불로 보낸다고  당근마켓 욕 나와 진짜  나는 심부름센타 업체불러서 선불 결제했는데 이새끼가 당근마켓 품평 좋아서 믿고 거래 했다고요 거래 후기보고 거래 품평이 더 좋아서 화가나 당근마켓도 전체 리뷰
76,예전에 사용하다가 지우고 다시 사용할려고 하는데 전화번호는 바뀌었고 제가 사용하는 이메일은 등록 되어있지 않다고 합니다  다시 사용할 방법은 없나요 
77,잘 사용하다가 언제부터인가  거래를 위해서 대화하면 채팅창 하단이 고정되어 있어서 휴대폰 키보드가 올라오면 제가 치고 있는 글자가 안보입니다 오타가 났는지 아닌지 엄청 신경써서 하나하나 눌러야 되는게 불편하네요 기종은  입니다
78,답변 감사합니다  그런데 사용 불편을 겪은 사람은 저희 어머니입니다  또한  인증문자가 스팸으로 들어가지 않았는지 찾아봤는데 스팸 등록이 되어 있지 않았습니다  그리고 앱스토어에서 별점과 리뷰 남기기 한참 전에 답변으로 알려주신 루트로 닉네임과 관련 사항에 대해 문의했는데 이에 대한 답변은 지금까지도 없습니다  본인이 문의 남긴 글도 볼 수 없고  답변이 어떻게 오는지도 모르겠어서 엄청 답답해 하세요  비대면 거래 해서 현관 앞에 당근물품을 내놨는데 자꾸 가져갔는지 문 열어보십니다  인증제도 관련 개선 부탁드립니다 
79,동네 두개를 설정해도 어차피 그동네에 있어야만 찜도누를수있고 채팅도걸수있기때문에 퇴근후 집에서 찜해두고 채팅걸어놓은다음 낮에 일나가서 거래나가는게 불가하다 회사가서 언제뒤져보고 언제찜해두고 언제채팅해서 답장올때까지 차에서 기다리다 언제거래하냐 두개설정이 그닥 의미가없다 눈팅만 하라는건가 젤 짜증나는거는 동네범위 차로 더 걸리는곳으로 범위가나오고 오히려 덜걸리는 곳으로는 범위가 안나와요 아니 충남인데 왜 충북이나오냐고 답답하다진짜 여긴 시골이지만 시내보다 충북이 더 멀어요 아 답답 시골에사는사람들은 거래도 못하겠네 차로  분이면  전체 리뷰
80,구글플레이스토어 보여지는 부분은 답변이 달리는데 당근마켓 문의에서는 답변이  일이 지나도 답변대기중이고 이용도 안되고 너무 불편해요 전화응대도 없고  빨리 답변좀 확인해주시면 좋겠어요
81,현재업데이트이후 앱실행중에 페이지를찾을수없음오류가납니다  어제까지잘사용하다 업데이트후 오늘부터 갑자기이러네요 조치부탁드립니다 
82,사진에 당근마켓 워터마크 만들어주세요 마음대로 사진 퍼가서 다른사이트에 올리는사람들 아주 많네요 당근마켓 글자와 당근 닉네임 워터마크 있어야할듯요
83,나눔받아봤는데 좋으신분들이 좋은제품 나눔 많이 하시네요  업자분들은 피하시며 개인사용자들에게만 무료나눔하시고 나눔아니라도 싸고 좋은제품을 많이들 올리시네요  아주 좋은 어플입니다 
84,중고거래하기에 굉장히 편리한 어플이라고 생각합니다  그런데 동네인증으로 거래범위가 한정지어져서 불편합니다  다른 동네의 상품을 원하는데 채팅조차 불가합니다  다른 지역 판매자 분들과도 거래하고 싶습니다 
85,동네 범위를 더 넓혀줬으면 좋겠네요  실제 거리가 가까운데도 불구하고  동네 인증 때문에 채팅이 불가하는 경우가 있습니다 
86,굉장히 잘 사용중인데 자판 치는게 이상해요 글자를 쓸때마다 ㅇ  이렇게 자음 모음이 분리  돼서 써져요 가끔 지멋대로요 이거 왜 이러나요  어플은 좋은데 기본적인 부분들을 더 보완해야하지않나 싶습니다
87,두가지 정도 제안하고 싶어서 리뷰남기네요  사용 정말 잘하고 있어요  첫번째 신고하면 정지되고  일후에 정지가 풀리던데 이런방식은 별로라고 생각해요 대신 정지후에 당사자간 대화나 사과를 통해서 신고자의 동의를 얻어 정지를 풀 수 있게 하면 좋을듯해요  또 두번째 내가 남긴 후기랑 내가 받은 후기를 언제나 한번에 볼 수 있게 되면 좋겠어요 
88,핸드폰 번호로 로그인하려고하는데 인증번호받는 부분에서 제 기기가 자동으로 써주는데 그 과정에서 비정상적으로 인증요청 이라고 뜨면서 로그인 안되는데 어쩌라는거죠 
89,직거래 할때 채팅이 된다는게 너무 좋아요 제가 예전에 다른 앱을 사용해 본적이 있는데 그때는 채팅기능도 없어서 너무너무 싫고 아쉬웠는뎈ㅋㅋㅋㅋㅋ이거는 좋네여
90,제가 실수로 당근을 지웠다가 다시 깔았는데요 전화전호를 쳐도 인증 번호가 도착하지 않아서 이렇게 남기고 갑니다  제발 가입 할수 있게 해주세요  제발요 
91,정말 잘사용하고 있는 사람입니다  하지만 농수산물이나 핸드메이드 같은 제품들도 판매  구매가 가능 해졌으면 좋겠어요 
92,업데이트하고 나서 너무 불편한데요  키워드 검색이 너무 불편하고 갯수도 줄어들어서 여러가지 조회하기도 힘드네요  이걸 설마 테스트도 안하고 올리신건가요  너무 별로네요 
93,매우재밌는뎅 잠깐 탈퇴했다가들어오니 못들어가구 메세지도 안들어오고 메세지도 지워버려서 들어갈수가없네요  나머지는 매우 굿굿 
94,갑자기 오후부터 네트워크가 먹통됐어요 로그아웃  업데이트  다시 지웠다가 새로설치도 해보았지만 똑같습니다 시스템 문제인지 답변바랍니다
95,앱은 잘 사용중입니다  채팅방나가기를 누르면 예 아니오가 갑자기 안뜹니다  그래서 감으로 눌러서 나가든지 해야하는데요  어떻게 하면 되나요 
96,당근 채팅창에서 증빙용 영수증 같은 거 가끔 주고받을 때가 있는데요  이미지 파일은 저장할 수 있는 기능이 없나요  화면 캡처하면 원본 이미지가 아니라 선명하지 않거든요 
97,잘 이용하고 있어요  필요없는 물건도 판매하고 여러가지 득템도 했네요  최근에 검색 누르면 이전 검색했던 목록이 나왔는데 없어졌는지 안보여서 이점 불편해요 
98,서울이나 이런 큰동네는 유용하고 좋겠네요 그치만 소도시에 사는 사람들에게는 기대에 못미칠수 있어요 지역제한이 있어요 그게 장점이지만 또 단점이네요 ㅋ
99,길게 써주셔서 너무 감사해요   근데 저는 이용을 할수 있지만  채팅또는 게시물을 올리지 못해서 그러는거에요 다시한번 죄송합니당 이거 풀어주시면 감사할깨요  
100,어플자체는 괜찮은데 사람들때문에 정떨어져요 온갖진상은 차단하면 끝나지만 거래하기로 약속해놓고 무통보 거래파기하는분들은 약속시간전까지 모르고있다가 당할때가 너무 많아요 그런 기준과 제재하는 강도를 강화하고 탈퇴하고 다시가입해도 그런기록이 남아있었으면 좋겠어요 그리고 거래자필터 있었으면 좋겠습니다 지정성별과 몇살이상만 채팅할 수 있게 게시글을 올릴수있으면 좋을것같아요 여성용품인데 남자가사려고하는 변태같은사람을 불쾌하기전에 미리 거르고싶네요
101,안녕하세요 이거 사용했던 유저입니다 근데 제가 탈퇴를하고 지웠거든요 근데 인증번호를 주는 버튼을 눌렀지만 인증번호는 오지않고 그전 인증번호도 잊어버린 상황입니다  그래서 조금 아쉽습니다 
102,멋대로 구매를 약속했다가 당일에 갑자기 단순변심이나 이런걸로 취소하는 경우에 신고를 하면 경고 등을 통해서 관리자분이 제재를 해주시면 좋겠네요
103,첨 당근을 이용해보는데 충동구매가 막 일어납니다  버려지는 제품 없이 요긴하게 활용되고 환경도 생각할 수 있는 최애 플랫폼이 되었습니다 
104,다 좋은데 우리 동네에만 필요한 물건이 꼭 있는건 아니니까 택배거래도 괜찮은지 직거래만되는지 같은 거로 타지역과도 거래하고싶어요 
105,어제 저녁에쓴 제글 지우신건가요 인증초과로 아무것도 안되눈상황좀 해결해달라고 글올렸는데 아무런답변도없고 어찌된건지요  굴지우지마시고 답변을 좀해주세요  
106,다 좋은데 시골사람한테는 너무 가혹해요  최소 인근 광역시까지 연결 해줬으면 하는 바람이네요  다 직거래로 갈만한 거리인데 
107, 최신업데이트를안하면 검색안되게 바꼈나요  검색눌러도 안나오네요  오늘업데이트하니까 되구요   키워드 눌러서 검색후 뒤로가기 후 저장된  키워드 눌러서 검색하려면 검색이안되고 흰화면만 나옵니다 또 뒤리가기해서 메인화면에서 검색해야합니다 
108,잘사용하고있는 어플인데 사용상 주의사항을 잘못이용하여 사용이 어려워졌네요 다시 사용할수 있게해주시면 주의사항숙지하여 조심하도록하겠습니다  
109,당근마켓 한  년정도 하고있는 사람인데요 한  달동안 당근마켓을 사용을 안하다가 다시 들어가보니까 비매너 이런건 하나도 없는데 매너온도가  도정도 내려가있더라고요  왜 내려갔는지 이유가 궁금합니다
110,채팅방 나가기 진행 시  네 나갈래요   아니요  버튼이 없어졌는데 업데이트되면서 없어진건가요  오류인가요 
111,동네 인증만 몇십 번을 했습니다  진짜 한 번도 안 되더라고요  기기도 껐다가 켜보고  앱도 지웠다가 깔아보았습니다  위치 권한은 당연하게도 허용하였고요  빠른 해결 부탁드립니다  예전에 당근마켓을 자주 이용하였던 사람으러써 당근은 정말 최고인 것 같아요  저와 같은 현상을 겪고 계신 분이 많은 것 같은데  다시 말하지만 빠른 해결 부탁드립니다 
112,비지니스 프로필 채팅 에러가 너무 많아요  개선 되면 좋을 것 같습니다  피시로 관리 할 수 있는 사이트도 있으면 좋을 것 같아용
113,진짜 좋습니다  사람들은 전부 착하구요 직접 힘들게 찾아와서 거래해줘서 넘 좋습니다  당근마켓 너무 좋아요 
114,검색할때 바로지난 검색어가 나왔어는데 이제는 지난검색어는 안나와서 계속 다시써야 돼서 불편합니다  다른앱처럼 당근앱에서도 전에는 나왔거든요 본인이 적었던 검색어 보일수 있게 했으면 좋겠어요 
115,매너 잘 지키며 앱을 사용하고 있었는데 신고 때문에 앱을 사용할 수 없다고 뜹니다 거짓신고 하나 때문에 앱을  년 동안 못한다고 생각하니  너무 억울해서 글을 올립니다
116,검색한 후 검색필터 매번 최신순으로 바꾸기 불편합니다 기본값이 정확도순으로 되어 있는데 설정으로 최신순이나 정확도순을 선택해서 유지할 수 있도록 업데이트해주세요 
117,정말  점도 아깝네요 하지도 않은일로 정지를 먹이고 문제가 생겨 고객센터 문의하면 자기들 원할때 답변하고 불리한건 답변오는데  일이상씩 걸리네요 고객관리 개판입니다 최악이에요
118,헉 정말잘쓰고있다가 어제 업데이트한이후로 키워드알림설정해서 뜨는거 들어가면 원랜 알림목록이 나왔는데 안들어가져요  저만그런건가요 ㅅ 
119,처음에는 잘 쓰고있었는데 갑자기  월 일까지 이용이제한됬다네요 다시 가입했는데 왜 그런거죠  별 개 줄라고 했는데 전에는 잘 써서  개했어요 
120,솔직히 나이제한을 좀 두셨으면 좋겠어요  초등학생들도 가끔 보이는데 애들은 대부분 직거래만 할 줄 알잖아요 그래서 좀 위험할 것 같아요 
121,좋은 물건을 싸게 살수 있어서 매번 만족합니다  특히나 요즘엔 사기가 거의 없는 것 같아 더더욱 만족합니다 시민 수준이 높아진 것 같네요 
122,당근마켓 진짜 다 좋아요 근데 이건 선 넘었네요 아니 이유없이 일주일에  번씩 비매너 이용정지되버리고 제가 서비스도 많이 드리고 막 엄청 매너좋게 햇는데 갑자기 비매너 사용자라고 이용정지가 돼버리네요   이거 어떻게하라는건가요 아니 잘 대해줘도 이용정지되면서 신용이 바닥나버리니 제가 이거 보고서 운적도 있고 엄청 화났던적도 있어요  제 닉네임이  으에에에에에에엥엥 깎아줘  인데 좀 해결 부탁드립니다 제발요  부탁드려요 제발 
123,검색했던 목록 리스트가 확 줄었네요  개정도는 넘 부족하고 이웃들이 뭘 검색했는지는 관심 없으니 필요한 사람만 노출하게 하고 검색리스트 다시 돌려놔 주세요 물론  문의하기에 남겨놨으니 복붙 답변 노노 입니다
124,혹시 동네범위 더 넓힐 수 없나요  광역시같으면 솔직히 전지역 거의 버스나 지하철타고 갈 수 있는데 동까지 나눠서 직거래가능한 거리인데도 못하는게 답답해요
125,당근마켓을  년동안 이용하고 온도가  도 인데  지난주부터 제 판매글이 다른사람한테 노출이 안됩니다  고객센터에도 글을 올렸는데 방법이없다고만 합니다  고객센터 전화번호도 없고 답답하네요 해결방법알려주세요 
126,아무리 당근이라지만  멀리 살고계시는 분들 판매물품은 볼수가없어 엄청 매우 아쉽네요  주변사람들꺼밖에 못봄   
127,게시글 몇 개 올리지도 않았는데  전문판매업자라고 제재하고  사전 경고나 알림도 없이 나도 모르게 게시글 노출이 되지 않는 어플ㅋㅋ 제재 받고 한참 뒤에 게시글 노출이 되지 않는걸 확인했는데 고객센터에서는 질문에 맞는 답변은 하지도 않고  몇 개부터 전문판매업자인지 기준도 알려주지도 않아서 직원 꼴리는대로 이용자 제재하는 어플ㅋㅋ
128,다 좋은데 누가 비매너 표시를 했는지 확인하고 싶어요  거래 여건이 맞지 않으면 거래를 할수 없는건데 그걸로 불친절 비매너를 남겨서  일 정지됐네요  고쳐주세요
129,  채팅 알림이 안 와서 보면 채팅이 와 있어요   그래서 채팅 확인하려고 채팅창 들어가면 새로 온 채팅 표시가 안돼요    몇 분 후에나 보여요  계속 그러네요
130,채팅을 입력하려고 하면 키패드만 나오고 채팅 입력란이 올라오지 않아서 보이지 않습니다 앱을 지우고 다시 깔아도 해결되지 않습니다 이럴 땐 어떻게 해야 되나요 
131,휴대폰을 새로 바꿨어요  당근에 가입하려 했는데 전화번호 인증에서 인증문자를 발송해도 문자가 안와서 가입을 못하고 있어요  어떻게하면 될까요  무슨 문젠지 모르겠습니다  도움을 주세요 
132,거래편리한앱이있어서좋아요  또물거래하는걸사면파는분이너무친절해요  그리고산걸잘쓰고있고 좋아요 
133,다른 알림은 다 정상인데 동내생활 댓글 알림은 팝업과 아이콘이 뜨지만 알림음은 안오네요 앱 자체 알림 설정도 확인했고  애플리케이션 정보에서 알림 설정도 확인 했는데 알림음은 여전히 안나오네요
134,키워드 알림시 금액조건을 좀 걸어주세요  예를들어  만 이하만 알림오게 한다든지 이런 키워드알림의 상세조건을 지정할 수 있게요 
135,잘 쓰고 있었는데요  갑자기 오늘 채팅할 때  자주쓰는문구 에 저장된 문구들이 모두 사라졌어요 
136,첫 물건 내놓고 다양한 기능을 확인하고 안전하게 거래할 수 있고 만족합니다  가격은 현실적인 가격으로 책정해야 구매의사 있는 분이 연락옵니다  내가 희망하는 가격이 아니라 구매자가 현실적으로 구매가능한 가격대가 거래가 되네요
137,일단 당근마켓 자체에 뭔가 의견제시하는 공간이 없네요  불편한거 두가지만 얘기드리죠   정확도순보다는 최신순이 찾는디 더 필요할것 같은데 항상 최신순으로 해놓으면 그냥 정확도 순으로 돌아옴 설정유지가 안되는군요   갑자기 업댓되면서 자동완성기능 모든앱이나 웹에서 있는 기능 이  개까지로만 바뀌었네여  그럼 또 일일이 타자쳐야 하는데 
138,당근마켓 시스템 자체는 굉장히 만족합니다  근데 사용하다보면 사람들이 자꾸 찔러만보고 읽씹하네요  킹받습니다 
139,한번도 사용못하고 어플깔인두었는데 팔고싶은게 생겨서 접속하려니  년까지 이용제한이라고뜨네요 도대체 왜그런겁니까 사기친것도 없구요 뭘한게있어야 사기도치는데 아무것도 한게없다고요 아놔 제껄로 누가 사기를친건지 저것좀 풀어주면좋겠네요 어디다 문의해야할지 전화번호도 못봅니다
140,거래약속 설정하면 탈퇴 못하게 하는 기능 만들어주시면 안돼요  약속 다 잡아놓고 몇 분 전에 탈퇴 ㅎ 이럴거면 거래약속 왜 만든건지 모르겠네요
141,동네 인증이 안 돼요  몇 십번을 했는데  앱 한 번 사용 못해보고 지워야 될 것 같아요  처음 깔았을 때도 안 되서  번째로 깔은 건데 안되네요  허용하라고 뜨는 거 다 허용했고요 
142,동네 주민을 대상으로 하는 만큼 물물교환을 희망한다는 설정사항이 있어서 가격을 안 매기고 무료나눔도 아닌 형태로 등록할 수 있도록 하면 많은 사람이 이용할 것 같아요
143,사용한지  년도 안됐는데 물건을 팔면서 사기치지도 않았고 상품에 하자도 없었는데 오랜만에 들어와보니 계정 제한이 되어있네요  실망스럽습니다 
144,저는 당근마켓을 작년부터 알게되었는데요 좋은 물건을 저렴히 살수있고 나눔도 가능하니 정말 최고의 마켓인것 같습니다  일단 주변에 가깝게 계신는 분들과 직거래가 제일로 맘에 듭니다 
145,조금 반은이 느린거 빼고는 만좁합니다 푸시알림으로 왔을때 챗의 키보드가 화면을 가려서 입력할수없는 버그 같은게 있습니다
146,매물탐험대원 뱃지 없어졌는데 아예 없애버린건가요  전에 아무리 물건검색해도 뱃지획득이 안되던데 그 오류 때문에 점검차 없앤건가요 
147,아무라 시도해도 전화번호가 인증이 안됩니다  인증하기를 누르면  초안에 문자가 와야하는데 문자가 오지 않습니다 
148,동네 인증을 하려하는데 동네 인증을 할 수 없는 환경이라고 뜹니다 위치 권한같은거 다 해봤는데 안되네요 게다가 하루 문자인증한도는  번 
149,최신버전인데 중고물품 쓰다가 나가면 예전에 임시글로 저장되어 이어작성하기가 되었는데 요 며칠 전부터 임시로 저장됐다 메시지는 떴는데 막상 들어가면 이어작성 안뜨고 그냥 새글 작성 처럼 되어서 긴 글 다 써놓고 다시 써야해서 황당했음 그리고 자주쓰는 문구 추가 싹 다 없어졌고 다시 적어서 추가하기 눌러도 전혀 저장 안됨  앞서 작성해놓은 중고물품 리스트 내용 복사해서 계속 쓰고있음 개선필요함 그리고 이거는 한참 전에 개선필요하다 말씀 드렸는데 아직도 전산 처리 안되고 있음 물건 판매 리스트 밖에 채팅수  관심 하트수 갯수가 실제 물건 전체 리뷰
150,좋은 어플이에요 어플 이용하면서 안쓰는 물건들 정리하기 시작했고 동네사람들이라 직거래도 쉬워서 필요없는 물건이면 쉽게 내놓게됬어요 덕분에 집도 많이 비웠고 정리정돈도 많이했어요 그냥 버리기엔 아깝고 처리하기 어려운 경우들이 많았거든요 필요하신 분에게 가니까 뿌듯하기도 하구요 정말 잘 이용하고있습니다 저희 집에 많은 변화를 준 어플이에요 감사합니다
151,동네 이웃들과의 따뜻한 거래가 지역을 한정해야만 가능한건가요  그 점이 오히려 당근마켓을 이용하지 않는 주된 원인이 되는것같습니다  많은사람들이 접근하기 편한 앱인만큼 많은사람들에게 기쁨을 주는것이 옳다고 봐요  판매자도 구매자도 심지어는 개발자도 그 편이 최대이익을 낼 수 있는 방법인데 서비스를 제한하니 이만큼 답답한게 없는 것 같네요  다른사람들도 다 그렇게 생각하는 모양새인데 개발자님은 안그러신가요 
152,동네설정 넓게 하고 키워드알림 해놔서 알림이 떴는데 내 동네랑 쪼끔 멀다고 채팅으로 뭘 물어볼 수가 없네  사람 약올리는 겁니까 
153,검색기록 볼려하면 문자패드가 화면  를 가림  터치하면 기록도 닫혀짐  번개장터처럼 바꾸셈 
154,당근마켓에 자기소개쓰는게 있으면 좋겠어요  이게 없어서 좀 아쉽네요  이것만 추가되면 별 개도 줄수 있을것 같아요 
155,나눔이벤트 설정 변경해주세요  나눔채팅이 많이와서 하나 하나 채팅후 당첨자 선택 하고싶은데  채팅하기 하면 바로 당첨이라고 떠서 놀랬네여  아니요 누르면 채팅도 못하게 되어있고  수정 부탁드립니다 
156,일단 너무 좋음  완벽함  다른 중고거래 어플보다 훨씬 편함 단점은 탈퇴하면  일 기다려야 함   일째 기다렸는데 안 열려서 기다리는 중  언제 될까 
157,왜 알람이 안 울릴까요  언제부턴가 폰도 소리로 하고 알람 다 켜도 안 울립니다  어플 문제인 거 같아요
158,내게는 불용품이지만 누군가에게는 필요품 동네 이웃들과 나눔하는 이 앱을 왜 이제야 입문했을까 싶어요 편리하게 사용하도록 잘 되어 있어서 최고점수 드리고싶어요 
159,뭐죠  저만 그렇나요  가격을 엄청 낮춰서 팔지 않는 이상 조회수도 안오르고 엄청 안팔려요  끌올도 안되고 
160,활동알람도 한번에 삭제가능하게해야지 너무 한개씩지우기 짜증남 너무 상업적이고 갠정보를 요구하는 페이서비스 하는거같아 역겨움 갠정보 보호하구 거래시에 요구하지마라
161,거래 양이 많지않아보였는데 아니더라구요  순삭되는거였어요  빠른 중고판매에 짐정리가 쉬웠습니다  감사합니다
162,장점은 자기 동네글만 나와서 직거래등 편리한 부분이 있다는 것이고 단점은 인증한 동네만 나오다보니 거래량이 너무 적다
163,당근 잘쓰고 있었는데 갑자기 물건 사진 이미지가 안나옵니다 물건 이름은 보이구요 어플을 지우고 새로 다운받아도 이웃분들 파시는 목록에 사진이 안떠요 왜이러는걸까요 
164,제 상점을 소개 할 수 있는곳도 있었으면 좋겠어요  답장 할 수 있는 시간 대  주로 거래 가능한 시간대나 택배 거래 가능 여부 등등이요 당근마켓 정말 잘쓰고 있어요 
165,업데이트하고 나서 검색을 할 때 마지막에 쓴 단어가 항상 두번씩 써져요  구글키보드 사용하는데 이거만 그런진 모르겠지만 너무 불편합니다  영어는 안그러는데 한글만 그러네요  빠른 수정 부탁드립니다 
166,안쓰는물건 필요로하는 사람드릴 수도있고 좋은제품 저렴히도 구매하고 일석이조 입니다  전 롱런갑니당 
167,아기용품은 새거사기 아까운데 너무 도움되요  안쓰는 물건들 처분하기도 편하고 이런어플 만들어주셔서 감사하네요
168,검색시 디폴트로 최신이 맨위에 올라오도록 수정 요망  정확하게 찾지도 못하는 정확도 순은 불필요함 
169,시스템 연동 다크모드를 안 넣으실거면  강제 다크모드가 적용되게라도 해주세요  밤에 이 앱에 들어가서 볼 때 너무 눈부십니다 
170,매우 유용한데  지금처럼 채팅 장애등이 종종 발생해서 답답해집니다  빠른 장애 해결이 되면 좋겠습니다 
171,다좋은데 출석체크스템프 기능있으면좋겠습니다   일 다 출석했는데 배지 안주네요  접속의 기준이 있는게 좋겠습니다
172,아직 뭐라고 표현해야할지 최근에 구매한 제품에 실망을 가져다 주내요 제가 다리아파서 전동차를 구매했는데 충전도안되고 타지도 못한 전동차를 실망입니다  원 주고요
173,앱보단 아이템인거고  회사에서 가끔 중고물건 살때 블루투스 키보드로 채팅하는데 커서 날라가고  여전히 병맛이네 이거 좀 고쳐주소
174,당근마캣에서 구하고자하는 물건 쉽게 구할수있는 당근마캣 당근좋아요 덕분에 좋은 거래하게 되었네요  당근마캣 최고입니다 감사드립니다 
175,타지역거래가 활성화 되어서 택배나 화물에 더 이바지 했으면 좋겠네요  아니면 당근택배라는 걸 만들어서 안전배송이 되었으면 좋겠네요 
176,안쓰는물건판매하니너무조아요 필요한물건도아주말도안되는값에구매하니좋구요당근이최곱니다코로나시기에당근땜에신나고당근땜에삽니다
177,휴대폰 인증했는데 닉넴은왜 맞추라는지 내가 선택한적도 없는 닉넴을 어케맞추라는지 고객센터문의하라는데 그정도의 수고스러움을 감수하고 사용할정도는 아니네요
178,제가 잘 쓰지 않았던 제품들 그리고 새 제품인데도 다른 더 좋은 물건이 있어서 파는 제품 미니몰 라이프를 위해서 비유고 또 꼭 필요한걸 사고 할수 있어서 정말 좋았어요
179,일반 개인판매글 사진을 확태해서 보면 정상인데 업체 홍보글들은 확대해서 보면 뭔가 부자연 스럽고 렉이 생기는거 같습니다 
180,와 가까운곳에서 가까운 거래르을  직거래를 오늘 처음해봤는데 너무 신났어요ㅋㅋㅋㅋ직거래라 사기는 안할꺼같아 기분이 좋습니당 
181,당근마켓 처음 사용해보는데 정말 신기한 경험이네요  저한테 필요없는 물건이 다른 분께 필요한 물건으로 사용된다니 참 뿌듯합니다  
182,제품들도 좋고 중나 를 오래사용했었는데 당근은 매너들도 좋고 정말 필요한제품 구하고 나눌수 있어서 넘 좋아요 
183,걍 우리동네 뭐 올라오는지만 봐도 재밌음  앱 만든 퀄도 너무 좋음  물건 제목 쓰면 알아서 카테고리 자동으로 딱 띄워주는데 눈물이 펑펑
