,0
184,간단해서좋으나 불만생기거나 고객센터 접수등 굉장히 진행이 느리며 확실하게 처리를 안해줌 그게 보완해야할점
185,동네 주민간 신뢰를 바탕으로 서로 필요한 물건을 거래하니 서로에게 좋네요  이용해 먹고 사기치는 사람이 없기를 바랍니다 
186,어느분이 만드신건지  처음 경험했는데 너무 즐겁습니다  필요한 물건구하고  필요없어진 물건 보내고  좋은분도 만나고  행복하십쇼 
187,진짜 정말 좋아요 평생 추천하는 앱이에요 저는 사용하면서 렉이 걸려본 적도 없고 그냥 모든 거에 만족해요 대신 정렬할 수 있는 그런 것이 있었음해요 당근   아주 만족해요
188,자주쓰는 문구가 삭제되었고 재등록이 안됩니다 얼마전에 고객센터에 문의했었는데 해결이 안됐어요
189,정말 유용하고 편리하게 잘쓰고 있습니다  다크모드 추가해주신다면 더할나위 없을것 같습니다  어두운데서 너무 눈아파요 
190,옛날에는 잘됐는데 제가 모르고 당근을 삭제을 했는데 몆달후에 다시 깔려니깐 인증번호를 해달래요 근데 인증번호는 계속 안오고 그 점 고쳐주세요
191,당근이라는 플랫폼은 나쁘지 않다  근데 앱은 진짜 쓰레기같이 만들었다  툭하면 접속불량에 오류가 떠서 이용하기가 어렵다
192,가입했는데 처음부터 이용 제한 당하는건 뭐죠 ㅋㅋㅋㅋ 저 미성년자도 아닌데  ㅋㅋㅋㅋㅋ 이 점 고쳐주세요 못 써먹겠네요
193,왜냥 지우냐 전화 콜 할때 신호는 가는데 창이 안뜨던지  전화 받았는데 워치로 받아지고 전화 걸어도 소리만나고 상대 전화 안될때도 있네요
194,별  개가 없는게 아쉽네여 게시글 미노출 알고리즘이 완전 안좋습니다 확인도 안하고 판매자에게 알려주지도 않고 그냥 악의적으로 보는사람이 신고만 하면 미노출로 바뀌어 버립니다 판매자는 모르고 계속 올리고요 최소한 판매자가 미노출을 인지는 해야 하는데 무슨 생각으로 만든건지 모르겠네요
195,만족하며 쓰고있습니다 다만 리뷰 권장 배너가 버그로 내용없이 창이 떴다가 지우고 다시 까니 보이네요 참고하세요
196,키워드 알림을 많이 해두면 헷갈립니다  각 키워드별로 모아서 보는 기능 혹은 키워드별 폴더 기능이 있으면 좋겠어요 
197,번호입력해서 인증번호 받고 위치를 고르면 인증할수없는환경이라뜨네요 다시깔고 들어가도 계속 반복되기만해요 휴대폰 말고 탭으로 하는건 안되는건가요 
198,화면 다크모드 설정이 없어서 새벽에 눈부셔서 보기가 힘듦  기본적으로 흰 배경이 많아서 눈뽕 심함
199,챗팅 알람이 왜 자꾸 안 오는 겁니까  이것 땜에 거래 망쳤습니다  업데이트 매번 하면 뭐하나요 사람 난처하게 만들기나 하고
200,재가입이안되요 일주일지났는데 언제재가입가능한지요 게시글미노출로 월 일저녁 시탈퇴했어요 재가입하면 노출가능한지요 전문판매하는사람도아닌데 신고로인한 미노출은 불합리합니다
201,채팅방 나가기 할때 글씨가 너무 작게 나오네요  캡쳐 했는데 보낼수가 없어 여기다 씁니다  당근 잘 쓰고 있어요
202,아니 골때리네 당근첫거래후 매너온도가  이 넘어었는데 답변온게 고작 전문판매같다는 신고받고 온도를 계속깍아내리네 판매자입장은 생각도 안해주고ㅋㅋ 신고만하면 검토  도없이 점수 깍아내리네ㅋㅋ 졸라 얼탱이없네 거래보소 내 프로필 재거래희망률 다 작작해라 당근이용자많아지니 눈에비는게없고 관리가 허술해지나  사기친것들도 탈퇴하면 못잡는게 뭔 거래 어플이고 탈퇴하면 흔적도없이 조사조차 안하는것들이 증거자료 스샷해서 첨부 보낼수도없게 신고하라고 글만쳐적어서보내면 탐정이냐 니들이 그걸 다잡아내게  개선이라곤 지들 노력도 아니고 오르지 회 전체 리뷰
203,아니 당근마켓 전에는 잘 사용 했는데 어플 다시 깔고 당근 마켓 이용 할려니  년  월 일 까지 이용 제한이라고 뜨네요 정말 답답 하네요
204,새상품을 주로 샀는데 중고상품도 거의새상품또 저렴해서 좋아요 친구도 사귈수 있어서 넘좋네요
205,다좋은데 신고칸에 무리한 요구제한도 넣어주세요 자꾸 거지처럼 이것도 달라 저것도 달라 자기가 누군지 아냐면서 오늘 싸울뻔했네요
206,당근 정말 좋아요  필요없는 물건 정리도 되고 버릴것 소소하게 용돈벌이도 되고요   
207,서민들에게 정말 필요하고  물건을 사고 내다팔수있어서 좋은직거래입니다  가정경제에 도움이 되요  개발하신분 최고  감사드립니다 
208,이유도 안알려주고 갑자기  년정지 몇년째 사용 잘해왔고 비매너 받은적도 없는데 어이없네요 메일보내도 읽었으면서 답변도 앖고
209,업데이트하고나서 글읽기 검색이 기존창에서 새창띄우기느낌으로바뀌면서 글읽기 검색 다 느려진느낌입니다
210,끌어올리기 할 때 남은시간이  분 미만이면 타이머 문자열이 표시가 안되는 오류가 있네요
211,운영자님 질문을 어디에 해야되는지 몰라서 여기에 문의드립니다 몇달전에 제주밤호박  산지직송 이 너무맛있어서 재구매하려고 쳇글을 찾았는데 아무리찾아봐도없네요 오래되서 삭제된건가요  혹시 그업체 번호좀 알수있을까요 청귤청도 파는곳이었는데 저렴하고 맛있어서 또사려구요 혹시 운영진에서 지역업체 연락처알수있을까하고문의드립니다 
212,다른 동네 매물 볼 수만 있고 거래는 사실상 막아둔거 너무 별로임  아예 보지도 못하게 하던가 
213,  혹시 본인을 포함한 가족접수를 하지 않으셨나요  자녀 혹은 가족분의 정보에 휴대폰 번호가 기입되어 있을 가능성이 있습니다  접수실에서 등록된 전화번호를 확인해 주세요    병원 전산에서 접수가  번 되었을 수도 있습니다  마지막 알림톡  대기인원 확인하기 를 통해 대기자수 확인이 가능하다면  정상적으로 접수가 된 것이니 안심하셔도 됩니다    접수실에서 접수할 때 대기자 수가  명 이상인 경우  알림톡을  번 받게 됩니다  최초 접수 때  번  대기자수가  명으로 줄어들었을 때  번  이는 환자분의 진료 차례가 가까워지고 있음을 전체 리뷰
214,사기가 좀 많아서 힘들어요 직거래라도 고장난것도 팔더라구요 그래도 좋은물건도 조금은 있어서 별 개입니다
215,예약중 취소 알림기능 알고는 있지만 현재 의미가 없기에 드린 질문인데 해결이 힘들면 일주일만 더 기다려 봐야겠네요
216,로그인하려고 인증번호입력하니 비정상적인 접근이라 인증이 제한된다는 메시지가 자꾸떠서 로그인이 안되고있어요  폰을재부팅하고 앱을지웠다 다시 깔았는데도 그러네요 왜이런건가요 빨리 복구시켜주세요 답답합니다
217,주소설정도 제대로 안되고 글수정해도 다른 폰으로 보니 적용도 안되있네 고쳐야될게 한 두가지가 아님
218,평소집에 충동구매로 이쁜쓰레기가 참 많았는데 버리자니 아깝고 집에두자니 공간차지하고 마침 당근이 해결해줘서 유용하게 쓰고있습니다
219,이거 개월하는데쓸모없는물건파는게너무좋아요 그런데배송비는쫌비사서지직거래만해야돼는게아쉬워요 
220,오른쪽 하단에있는 글쓰기 버튼 좀 이동할수있도록해주세요 한손으로 스크롤 내리다가 딱 그위치라 자꾸 눌러지네요
221,왜 당근  하고 알람이 안울려요  일반문자소리로와요 키워드알림이 아예안오기도하고 잘됐었는데 어느날부터갑자기그래요
222,갑자기 자주쓰는문구 저장해놓은게 하나도 안뜨고 다시 저장해도 안떠요  왜이러죠 
223,자주 오류가 발생합니다  때때로 검색하면 네트워크가 끊켰다고 뜹니다 
224,어제 첨 깔고 거래해봤는데 광고노출양도 거의없고 사용도 편리하며 지방사는데도 유저가 많아 빠른거래가 가능했어요 대만족합니다
225,정말 고민을 많이한 인터페이스 입니다 편하고 좋아요 다만 대화 알림오고 당근 들어가면 대화창에 알림온 대화가 없어요 그것만 수정해 주세요
226,처음 직거래할때 뭔가 설레고 두려운데 좋은 사람들 많나서 좋아요  근데 비매너를 마음대로 누르는 분들이 좀 걸리네요 
227,게임에 광고를 넣었으면 끄는 기능도 있어야지  무조건 다운받게 하는거냐  거지근성이냐 
228,저 예전에 말했던 존인데 계정이 아예 안들어가지고 인증번호 입력하면  년에 풀린다고 하는데 병원일때문에 못간거에요 제발 풀어주심안됄까요 
229,거래할때 좋은 분들이 많습니다 다만 중고나라 에서 사기치던 애들이 조금씩 보이더군요 가격 시세 모르는것도 아니고 알면서 눈탱이 칠려는 애들도 조금 보이고요 관리 하세요
230,너무 잘 사고있어요  근데 제가 올린거는 추천 에 잘 안뜨더라구요 아무튼 잘 사용하고있습니다 
231,찾는물건 검색이안되여 어떻게해야되나요  자꾸로딩표시만나오구 그다음화면으로안넘어가요 
232,사용하기 편하고 실생활에 도움됩니다 다만 너무 근처만 채팅이 가능케하여 범위가 조금 더 넓었으면 합니다
233,아이는 금방금방 커서 새물건 사는게 부담스러운데  당근마켓에서 저렴하게 사서 잘 쓰네요
234,가까운 동네만 나오니깐 구하고 싶은걸 찾을수없어요 판매자분의 이름을쳐도 가까운동네만 나오는거라 살수도없으니 가까운곳이 아니여도 찾을수 있으면  점은 될꺼같네요  앱사용은 좋은데 먼곳도 되면 더좋을꺼 같아요 
235,참 좋은데 지역을 더 넓힐수 있으면 좋겠고 광고시작일시를 정할수 있으면 좋겠어요 
236,아니 앱에는 진챷ㅊ 문제가 없거든요  근데 여기 사람들 다 이상해요 직거래 약속하면 약속당일날 거래취소를 해버린다거나  더 심하면 약속장소까지 나왔는데 다왔다고 거짓말 치면서 역으로 차단하는 사람들이 너무너무너무  많아요 진짜 이런 사람들 다 거르고 싶은데 너무 속상해요 진짜 그냥 잼민이들 개많은듯 
237,가까운 동네 위주의 신속 정확한 무료나눔 및 물물교환에 쓰기에 수월합니다 
238,정확한 물품설명과 찾기쉽게 위치공유도 맘에 들었고 첫거래인데 너무 만족합니다
239,집에 안쓰는 물건 팔수 있어서 좋구요 필요한 물건 싸게 구입할수 있어서 정알 유용합니다 
240,광고댓글 내용없는글 비난글 백번 천번 신고해도 절대 삭제안함  글 삭제도 안할거면 뭣하러 신고기능 만들어서 뻘짓거리하니 
241,만족스럽게 사용하고 있는데 집하고 조금 더 떨어진곳과의 거래도 가능했으면 좋겠어요 
242,제가 올린 상품 검색 안되는 오류   문의해서 고쳐주곤 했는데 이 오류가 아직도 있네요   년도 더 된 오류인데 아직도 고쳐지지가 않네요  매번  문의 남기기도 너무 번거롭고 불편합니다  그리고 검색 시스템이 이상합니다  예를 들어  삼성 물걸레 청소기  라고 물건을 올리면  삼성 청소기  검색시  삼성 물걸레 청소기 라고 올린 상품은 검색이 안됩니다 똑같이 검색하거나 이어지는 단어가 같아야지 검색이 돼요  이것도 꽤 오래된 문제인데 당근마켓은 문제 개선이 잘 안되는것 같아요  이것좀 고쳐주세요 
243,중고 거래가 너무 활발하고 판매하시는분들이 대부분 허위상품이 없는것 같아서 좋아요
244,너무 잘 사용하고 있는데 저는 전 버전이 더 좋다고 생각하는 사람이라  전 버전으로 바꿀 수 있는 방법 없나요  지금 버전은 검색 기록이 한정 되어있어서 불편해요 
245,대단한당근마켓이네요 정지시켜놓고 왜 안풀어주나요 잘못없이 저도 당근에서비매너평가해서 장사꾼이나 비매너줘서 다 정지시켜야되겠네요 재미있을것같네요 잘못없이 정지시키고 대단한당근마켓이네요 무서워서 당근하겠어요 ㅎㅎ
246,갑자기 사진이 잘 안보여요 다음장으로 넘기면 로딩이 무척 길거나 검은화면만 떠요
247,좋고 편리하네요  저희 동네가 잘 없어서 뭘 살수가 없는데요  그래도 그것만 빼면 다 좋아요  직거래도 편하고 좋아요 
248,버리기 아까운 물건들 모두모두 나누어 쓸수있으면 해서 이렇게 인사 드립니다 서로서로 믿고 좋은물건 함게 공유해요
249,카테고리도 너무 광범위하고 판매자는 채팅도 읽지를 않고 채팅가능시간을 설정해놓던가 답답해서 이용못하겠네
250,당근마켓이 좋아요 안 쓰는거 나눌 수 있고 필요한거 살 수 있고 참 유익합니다
251,저가 동네그거 하고 가입 하려하는데 전화번호하고 인증번호 받을려고 인증번호 받기 누르고 기다렸는데 인증번호 는 않오고 계속 하루에  회 가능합니다 라고뜨는데 어떻게해요 제발 답장하주세요 
252,저에게는 사용성이 적어져서 당근마켓에 등록하자 마자 바로 문의 구매가 이루어져 정말 기분이 좋아요
253,필요한 물건을 가까운 곳에서 이웃의 얼굴보며 거래할 수 있어서 참 좋습니다 
254,검색란에 검색기록이 저장됬었는데 언제부턴가 매번 새로 작성해야 하는데 모가 바뀐건가요 
255,자주쓰는 문구 저장 안되는거 업뎃에 적용 안되었네요 어떤게 개선이 되었다는건지 모르겠네요
256,주변지역밖에 거래되지않는시스템땨문에 꼭사야하는 매물을 구매할수가없네요 차라리 번장이나아요
257,비매너  사기  업자에 대한 관리가 잘 안되는거같아요 구매하시는 분들보다 나눔받으러 오는사람 비매너가 훨씬 높아서 나눔 못해먹겠네요 비매신고 패널티 크게 증가시켜주세요
258, 점도 주기 아까운 앱  애매한 사기꾼이나 상식 이하의 사람들이 드글대는 곳  거래 한번 하려다가 또라이와 입씨름 하느라 별 일을 다 겪은 곳  신고해도 전혀 처리할 기색도 없고 의지도 능력도 없는 것 같네요  주위에 물어봐도  이상은 어이없는 경험했다는 피드백 벽돌 받거나  또라이에게 걸리거나 들었는데  조심하시길  당근 소리만 들어도 악몽꿀만큼 정신적 스트레스 받아서  돈 뜯겼지만 얼른 도망갈 생각입니다 
259,검색필터에서 새상품만 따로 검색할 수 있게 해주셨으면 좋겠어요 
260,최근들어 거래잘되어가는데도 자꾸 매너온도가 왜 계속 떨어지는지 답변해주세요 올초이후로 상호간 다잘된 거래가 에러 인줄알앗는데 도무지 매너온도가 반영도 안됩니다
261,처음에는 거래하는데 시간이 조금 걸리지만 점차 나아지고  앱자체가 이용하기쉽고 만족합니다
262,입문입니다  재밌네요ㅎㅎ 몰라도 사는데 전혀 문제없지만 알고나니 재미가 쏠쏠  합니다 
263,차단해도 상대방한테 메세지 계속 전화도 오네요  그럴거면 차단기능이 왜 있나요 
264,관리자님  검색기능에서 에전에 검색했던 히스토리가 전에는 있었는데 언제부턴가 사라졌습니다 당근 열때마다 검색어 입력 하는게 너무 번거로워 졌습니다 저만그런가요  좀 고쳐주시면 더좋은 당근이 될것 같습니다
265,좋은물건 직거래로 살수있어서 아주 좋습니다  벌써 두번이나 거래했네요 
266,비매너 평가는 왜 본인한테만 보이나요 전부한테 다 보여야 되는거 아닌가요  비매너 유저 신고해도 별거없고 
267,처음입니다여러선배님들잘부탁드립니다자동차에대한모든것과중고내비게이션도있어요
268,검색어 자동완성기능이 사라진건가요  매우불편해요 제가 검색했던 기록이 안뜨네요
269,거래상품을 볼때 높은가격순 혹은 낮은가격순으로 볼 수 있는 선택적기능이 있었으면 좋겠어요  더 나아가 다른옵션들도 있었으면 좋겠어요  예를들어 기기같은 경우는 얼마나 사용했는지에 따라 정렬이라던지 등등  그리고 당근챗알림 아이콘이랑 키워드알림 아이콘 디자인이 구별되면 좋겠습니다 
270,이런 나늠이 절실한 분들이 많을거라는 생각입니다  부담없이 선택할 수 있는 마켓 강추합니다 
271,채팅이와서누르니 내용은 안 나오고 계속 가운데 원만 돌아가는데 어떻게해결해야 하나요 
272,번개장터는 매너없는 사람이 너무 많았는데 당근마켓은 물건도 금방 팔리고 매너도 좋네요 
273,상대 거래자의 문제로 신고를 넣어도 당근마켓에선 답장 조차 없고 대처가 너무 심하게 부족하네요
274,이번에 당근마켓 동네알바 업데이트 된거 진짜 좋은 것 같애요 다른 앱에서 동네알바 찾기도 하고 당근마켓에서도 알바 쉽게 찾을 수 있어서 편합니다
275,완벽해요  지난에 우산이 없었는데 당근으로 해결했어요 이걸만든시분 저말 칭찬 드려요
276,굿굿굿  필요 없지만 버리기 아까운 물건들 중고거래하기가 엄청 편하고 안전해요 
277,필요한 물건을 저렴하게 살수있고 필요한 분에게 저렴하게 팔수있어서 좋은거같아요
278,잘 쓰고 있고 좋아요  다만 한가지 기능이 생기면 참 좋겠는게 관심 목록에 추가한 물품들을 분류별로 스스로 만들어 나눠 볼 수 있게 만들어주시면 참 좋을것 같아요  예를 들자면 신발류  가전류  도서류 이런식으로요  여러가지 담아놓고 같은 종류 물건 비교해 보려하면 여러번 왔다갔다해야되는 번거로움이 있어서요 
279,사진을 찍어서 올릴려고하는데 사진 찍는게 어디에 있는지 잘 안보여요 조금 크게 만들어 주시면 감사하겠습니다 
280,채팅 반응이 느려요  메세지왔다고 누르면 온게 없구 몇분뒤에야 겨우 확인할수있어요
281,필요한물건은 싸게 사니 좋고 안쓰고 쟁여둔 물건 제주인만나니 더 좋고 완전 사랑입니다 
282,편하고 좋은데 은근 상대방이 거래도중 잠수를 타네요  잠수시 불이익 주는 무언가가 있으면 좋겠어요  무나한다고도 올렸는데 연락주신분  분이 다 잠수타서 의욕 잃고 그냥 글 내렸어요   사람들 이제 거래파기하면서 죄송하다는 말도 안허네요ㅋㅋㅋ 이럴거면 그냥 앱 지우는게 낫겠어요
283,최근 검색어 예전으로 돌려놔라  밥값좀 하고 살아라  오늘부턴 쌀밥 먹지말고 보리밥먹구 일해라 이것들아 
284,당근마켓은 좋은데 며칠동안 안들어갔다고 매너온도 깍는거 짜증나네요 
285,에잇 리뷰 수정하려다가 삭제되었네  얼마전 갑자기  네트워크 오류  라는 메세지가 뜨면서 어떤 메뉴도 안들어가지는 에러 발생   네트워크 문제는 전혀 없었음  삭제 후 재설치 했는데  이틀 후 이번에는 그냥 아무 메세지 없이 들어가면 흰 바탕 화면만 뜨고 먹통  걍 불안정 한 듯  고객센터에 글 남겨달라는데  뭐가 보여야 남길  추가  역시  복붙  이러면 있던 호감도 깎이는 거 모르는   초보
286,진짜 너무 좋아요  근데 흠이라면 채팅할때 타자칠때는 화면이 밑으로 안되있고 위에있다는거  이거 말곤 진짜 다좋아요  한번 검토해서 고쳐보는것도 좋을거같아요
287,앱은 괜찮은데 악의적인 반복게시물 신고는 못가려내나요  이용층 정신상태가 만만치 않은거같아 몇개 팔고 그냥 중나나 쓰는게 나을거같다고 느끼네요
288,근데 이주가 넘었는데도 온도가 안올라요  사고팔고 좋은평가도 많이 받았는데 
289,정말 트래픽에 감탄하게 되네요  빔프로젝터 거치대를 나눔한다고 올렸는데  분도 안되서 세 분이 연락을 주셨어요  어떻게 보면 되게 생소한 아이템인데 좁은 지역 범위에서 이게 매칭이 되다니  당근이 지향하는게 뭔지 알것만같네요
290,잘사용하고 있었는데 며칠전부터 갑자기 앱접속하면 리스트는 나오는데 이미지파일이 나오질않고 검색창으로 들어가면 무한로딩 입니다  삭제하고 다시 설치해도 마찬가지고 왜그런가요  타 어플은 이상없이 잘되는데 
291,집에 묵혀서 결국엔 안쓸 물건이 넘들에게 도움이 되니 넘나 좋은 플랫폼이네요
292,최근 검색어 보여지는 갯수좀 늘려주세요  개 밖에 안되는거 불편해졌어요
293,안녕하세요 내 동네 설정만 되는 게 당근의 장점일 수 있지만요 시골 동네나 그런 쪽 살면 거래가 한정적이어서 안정적이긴 하나 조금 그래요 범위가 어느 정도는 넓혀졌으면 하네요 그리고 동네 알바 들어가서 보면 밑에 우리 동네 알바 뜨면서 다른 지역들도 구경할 수 있게 나오더라고요 근데 얼마 구경도 하지도 않았는데 화면이 버벅 거리고 렉 걸려요 다시 뒤로 가서 다시 검색해서 누르면 또 렉 걸려서 편하게 볼 수가 없네요  이 점 빼면 만족합니다 개선 부탁드려요 
294,좋은사람 좋은 물건은 많아서 좋은데 접속오류가 자주나서 짜증납니다
295,필요한걸 저렴하게 구입할수있어 좋아요  동네라 거리도 가깝고 편하네요 
296,어이없이 정지 시키고요 사기 당했는데도 조치를 제대로 안해주네요
297,채팅 알람이 안오는 버그가 있는 것 같아요  당근마켓을 홈 버튼으로 내려놓은 채로 다른 앱을 하고 있었는데 채팅 알람이 안왔었네요   덕분에 욕 뒤지게 처먹었어요  평소엔 잘쓰고 있었으니까 양심상  점은 안할게요 
298,최근물품올린거 볼수있는 시스템 또는 가격순설정 같은게 있으면 더좋을꺼 같습니다 
299,다 좋은데요 관심있는 매물 검색했는데 매물탐험 뱃지 안주네요 오륜가요
300,어린이 이용자에게 유의사항 전달을 바랍니다  기본 비매너 지각  거래약속 후 잠수 등 는 둘째치고  거래장소를 본인 집 바로 앞을 고수하는 것은 혹시나 이상한 어른들에게 자신의 위치를 제공할 수 있다는 위험성에 대해 정확히 고지해주세요  또  살 이하의 어린이는 보호자와 함께 거래하게 해주세요  기본 매너와 어린이 자신의 보호를 위해 꼭 필요하다고 생각합니다 
301,동네인증 쓰레기같은거 만들어두셨네요  일터랑 집이랑 다르니 당연히 회사에서 거래글 올릴려고 인증하면 안되죠  휴대폰 인증까지 다 된 상태에서 도대체 동네인증 이딴건 왜 만들어 뒀는지 이해불가  최악의 앱
302,쓰지 않고 보관 만해서 공간 부족이였는데 판매도하고 무료나눔도 할수있어서 좋 아요
303,너무 편리해서좋아요  물건의 검색에 치면 다나와요 당근마켓 최고 
304,기대반으로거래를했는데 역시실망없이 좋은아이템받아서요열심히 당근에 매진해봐야겠어요
305,사용안하는 물건 판매하고 필요한 물건 나눔받아 고맢게 활용합니다 감사합니다  
306,최근에 잘 안 찾다가 오늘 들어가봤는데 로그아웃 되어 있더라구요  그래서 다시 로그인 하려고 인증문자를 받았는데  년  월  일까지 이용제한이 되었다고 하면서 로그인이 안되던데 왜 이용제한이 된거죠  신고를 당한적도 없고 따로 연락도 오지 않았거든요 빠른 시일내에 해결 바랍니다 
307,잘 쓰고 있습니다  다만 검색해서 물품들 보다가 위치 변경해야되면 다시 뒤로 나가서 위치 바꾸고 다시 검색해야되는게 번거롭습니다   동네에 올라온 물품을 보다가 바로  동네로 위치 변경할 수 있게 창 순서를 바꿔주시면 보다 편할 것 같습니다  현재  위치설정 물품검색 요청  물품검색 위치설정
308,다른건 다 좋은데 구매자와 채팅을 하면서 사진을 보낼경우에 계좌등이 노출되는 스샷이 첨부된 사진을 보낼때 보내고 나서 삭제가 안된느 경우가 있네요 이런경우 급하게 삭제할 필요가 있을것 같은데 이런 점을 개선했으면 좋겠습니다
309,가입과 탈퇴에 적절한 규칙이 필요할듯 싶어요 개인적인 경험이지만 비매너 분들 엄청나요   특히 드림이든 판매든   구매든 약속 펑크내고 탈퇴  그냥 패스하겠다 예약취소 하겠다는 말이 어려운 걸까요  약속 펑크내시는 분들은 죄다 탈퇴하셨네요 ㅋㅋㅋ 비매너 평가라도 하고싶지만 탈퇴한후라 뭘 어쩔 도리가 없네요 좋은 마음으로 시작한 드림인데 맘이 상할때가 한두번이 아닙니다 탈퇴와 재가입이 제한이 없으니 그런거아닐까요  탈퇴하면 재가입을 한달뒤 두달뒤 이런식으로 제한을 뒀으면 합니다 아니면 탈퇴를 즉시탈퇴가 아니고 탈퇴 후 비매너를  전체 리뷰
310,판매글 조회수를 한 사람당  회인 건 아는데 봤다가 다시 들어갈 때 조회수가 안늘거든요  혹시 다시 들어갈 때도  회씩 늘게 하면 안되나요 
311,당근마켓 잘 쓰고 있습니다ㅎㅎ  근데 한가지 아쉬운 점이 있어요  핸드폰에서 당근을 쓰다가 핸드폰으로는 들어갈 수 없는 상황이어서  로 접속하려고 했는데   에서는 당근마켓을 사용할 수 없다고 하네요  제가 잘못 안 것일 수 있지만  에서도 당근마켓을 사용할 수 있었으면 좋겠어서 리뷰 올려요 
312,정말 매너온도가 오르고 떨어지는 기준이 정확히 뭔지를 모르겠네요  저는 진상 도 만난적 없고 채팅은 웬만하면  분 내에 꼭 답장해주고 이래도되나 싶을 정도로 극도로 친절하게 응대하고 거래했던 상대방 분들이 좋은 후기도 매번 남겨주고 가시는데  매너온도는 점점 떨어집니다  이제 좀 오른다 싶으면 몇 일 후에 다시 떨어져 있어요  솔직히 온도  도 도 가지고 내 매너의 옳고그름이 결정 된다는게 사실 좀 우습기도  차라리 번개장터처럼 별점제도가 훨씬 보기도 간편하고 어떤 상점인지 판단하기도 좋다고 느껴지네요 
313,한사람 말만 일방적으로 듣고  년 정지를 시키네 새제품 판매해서 사용하고 변심하면 판매하는 사람 입장에서는 어찌 하란 말입니까 대규모로 물건 떼와서 파는것도 아니고 집에 있는 새제품 판매하는건데 사용하고 안된다고 구라치고 변심하면 어느 사람이 인정할 수 있을까요   년 정지를 하더라도 양쪽 입장을 다 듣고 해야 맞는것 아닌지요  무슨 인민재판 합니까 
314,알림소리가 안나서 앱도 지워보고 로그아웃도 해보고 당근마켓이 하라는대로 해도 안되서 답답해서 문의하려고 하는데 연결도 안되고  앱은 좋은데 알림소리가 나지않으니 그만 써야하나 싶습니다 도와주세요 
315,  최애 고객입니다  근데 몇달전 스미싱피해로 개인정보가 누출되었는데  그놈이 당근에접속해서 먼짓을 했는지  접속 시 불량고객으로 이용정지된 고객이라고 접속불가하다고 합니다  이용정지 풀어주셨으면 합니다  감사합니다 
316,당근마켓 잘쓰고있어요  아쉬운게 하트 누른 관심제품을 지역별로 볼수 있거나 아니면 카테고리를 개인적으로 설정할 수 있게 해줬으면 좋겠어요  지하철을 타고 역에서 거래하는경우 한꺼번에 같은지역분들을 만날 수있게 따로 구별해놓고 싶어요  하트를 누르고 바로 구매하려는 제품도 있지만 가격다운을 기다리는 경우도 있으니까 그걸 따로 분류하면 편리할것같아요
317,고객센터 없는 앱은 영업못하게 법이 바뀌어야 됩니다  전문판매자관련 문의를 하는데 계속 물어보는거 답변은 안하고 전문판매자 링크만 달고 고객을 우롱  농락하더군요  교육을 받지 않은 수준의 고객응대는 고객을 무시하는 처사입니다  문의 내용에 대해 제대로된 답변없이 동문서답으로 대응을 합니까  그리고 전문판매자 관련 임의판단으로 인한 불공정행위와 개인정보보호관련 위반여부에 대해 계속 금융감독원과 소비자보호원에 민원 넣고있으니 문닫기 싫으면 우선 자체적으로 개선하십시요   답변후 추가내용 고객센터에다 계속 문의해도 모르쇠하다 하루지나  전체 리뷰
318,와 중고 거래 앱이라니  가끔 좀 나쁜 유저 들고 잇지만 너무 좋아요   여기 거희 다 잇어요  진짜 퀄   이런 압을 어케 몰랏을 까 진짜 추천 하네요  
319,좋긴한데 어제부터 채팅할려고 하면 서비스 이용이 제한되어 이기능을 사용할수 없다고 뜨고 있는데 혹시 이거 왜이런지 알수있을까요  제가 오랜만에 들어가서 그런가요 
