,구,지점,발생건수,사상자수,X,Y
623,성북구,성북구 석관동(석관1동로터리_석계길_진입_1 부근),4,5,127.0637813,37.61159416
624,성북구,성북구 장위동(장위동우체국 부근),4,4,127.0552789,37.61245983
625,성북구,성북구 동소문동6가(기분좋은날 부근),4,4,127.013816,37.59247727
626,성북구,성북구 장위동(장위초교 부근),4,4,127.050137,37.61346693
627,성북구,성북구 상월곡동(부동산 부근),4,4,127.0473413,37.6078959
628,성북구,성북구 안암동5가(안암오거리_무학로_진입_1 부근),3,5,127.0296551,37.58161667
629,성북구,성북구 동소문동4가(성북녹십자약국 부근),3,4,127.011015,37.59004409
630,성북구,성북구 동선동5가(흥천사입구 부근),3,3,127.0150919,37.59645594
631,성북구,성북구 돈암동(고명정보산업고 부근),3,3,127.0219524,37.59865551
632,성북구,성북구 하월곡동(이삭교회 부근),3,3,127.0382657,37.60248873
633,성북구,성북구 정릉동(대왕기업운수(주) 부근),3,3,127.0086963,37.61123854
634,성북구,성북구 안암동5가(고대앞사거리_안암로_진입_2 부근),2,2,127.0319497,37.58551304
635,강북구,강북구 수유동(수유역 부근),9,10,127.0261985,37.63874426
636,강북구,강북구 미아동(삼양사거리 부근),5,7,127.0210969,37.61924836
637,강북구,강북구 미아동(두산힐스빌 부근),5,5,127.0269453,37.62604609
638,강북구,강북구 미아동(삼양시장 부근),4,4,127.018427,37.62514484
639,강북구,강북구 수유동(화계사입구 부근),4,7,127.0174349,37.63444138
640,강북구,강북구 미아동(미아동소방소앞 부근),4,4,127.0164907,37.62011289
641,강북구,강북구 수유동(광산타워 부근),4,4,127.022453,37.64107527
642,강북구,강북구 미아동(백산모텔 부근),4,4,127.0245344,37.63486463
643,강북구,강북구 번동(강북유니온빌딩앞 부근),3,3,127.0430656,37.6283132
644,강북구,강북구 미아동(송중초등교 부근),3,3,127.0314485,37.61647773
645,강북구,강북구 수유동(우이시장 부근),3,3,127.019012,37.64560402
646,강북구,강북구 미아동(방천시장입구 부근),2,2,127.0343022,37.61311051
647,도봉구,도봉구 방학동(방학프라자 부근),4,6,127.035884,37.66516533
648,도봉구,도봉구 창동(창동견인보관소앞 부근),4,4,127.0477592,37.65486226
649,도봉구,도봉구 도봉동(오일뱅크 부근),3,3,127.0439992,37.67331312
650,도봉구,도봉구 방학동(LG대경주유소 부근),3,3,127.0431981,37.66610845
651,도봉구,도봉구 방학동(방학신동아APT 부근),3,3,127.0316618,37.66194205
652,도봉구,도봉구 쌍문동(쌍문3파출소 부근),3,3,127.0264333,37.64792344
653,노원구,노원구 상계동(LG하이프라자 부근),4,4,127.0552487,37.677195
654,노원구,노원구 중계동(상명여자중고등학교 부근),3,4,127.0675639,37.64729478
655,노원구,노원구 공릉동(하계지하차도(남측) 부근),3,3,127.0705517,37.63029987
656,노원구,노원구 상계동(상계초교입구 부근),3,3,127.0661543,37.65683748
657,은평구,은평구 불광동(신한은행연신내지점 부근),8,9,126.9211834,37.61897492
658,은평구,은평구 대조동(대조.불광시장 부근),6,6,126.9260655,37.60876492
659,은평구,은평구 역촌동(서부경찰서 부근),5,5,126.9185658,37.60321126
660,은평구,은평구 응암동(연흥초등학교 부근),5,5,126.9181664,37.58953071
661,은평구,은평구 신사동(새절역 부근),4,4,126.9140963,37.59216606
662,은평구,은평구 갈현동(구산사거리 부근),4,5,126.9125007,37.61334081
663,은평구,은평구 응암동(응암시장 부근),3,3,126.9182093,37.59400266
664,은평구,은평구 역촌동(신사연세치과 부근),3,3,126.9102767,37.60047645
665,은평구,은평구 불광동(광서교회 부근),3,3,126.9253576,37.6192429
666,서대문구,서대문구 영천동(교남동사무소 부근),6,7,126.9614346,37.57072056
667,서대문구,서대문구 남가좌동(남가좌동사거리 부근),5,5,126.9230854,37.57749246
668,서대문구,서대문구 북가좌동(북가좌사거리 부근),4,4,126.9132158,37.58252738
669,서대문구,서대문구 연희동(연희IC_연희로_진출_2 부근),4,4,126.9301733,37.56581843
670,서대문구,서대문구 북가좌동(서대문구-은평구경계(1) 부근),4,4,126.9030984,37.5771301
671,서대문구,서대문구 홍제동(서부빌딩 부근),3,3,126.9456416,37.58863298
672,서대문구,서대문구 홍제동(인왕APT 부근),3,3,126.9486832,37.58437881
673,마포구,마포구 동교동(동교동삼거리_연희로_진출 부근),5,5,126.9269433,37.55918175
674,마포구,마포구 도화동(진도빌딩 부근),3,3,126.94809,37.54039362
675,마포구,마포구 아현동(굴레방다리_굴레방길_진출 부근),3,3,126.9559525,37.55701671
676,마포구,마포구 염리동(서울여고 부근),2,2,126.9473533,37.54531953
677,양천구,양천구 신월동(신월사거리 부근),7,8,126.8270925,37.53566414
678,양천구,양천구 목동(SC제일은행등촌지점 부근),4,4,126.8633772,37.54853187
679,양천구,양천구 신정동(동보빌딩 부근),3,4,126.8633011,37.52783101
680,양천구,양천구 신월동(신월고가차도(남측) 부근),3,3,126.8414211,37.52473028
681,강서구,강서구 방화동(방화5단지3R 부근),5,5,126.81181,37.57632768
682,강서구,강서구 방화동(동화나라어린이집 부근),4,4,126.8144274,37.56760753
683,강서구,강서구 화곡동(화곡초등학교 부근),4,4,126.845046,37.54336831
684,강서구,강서구 화곡동(신정여상 부근),4,5,126.8565272,37.53152089
685,강서구,강서구 염창동(태진아파트앞 부근),2,2,126.8746916,37.54970248
686,구로구,구로구 개봉동(중원오피스텔 부근),6,6,126.8520575,37.49869785
687,구로구,구로구 가리봉동(햇살무리예능선교원 부근),4,4,126.8873738,37.48247262
688,구로구,구로구 구로동(풍국상회 부근),4,4,126.8884102,37.49131127
689,구로구,구로구 고척동(삼영아파트 부근),3,3,126.8571045,37.49944557
690,구로구,구로구 고척동(의성빌딩 부근),3,3,126.8665695,37.50036294
691,구로구,구로구 구로동(고대구로병원_구로동길_진입 부근),2,2,126.8836558,37.49203347
692,구로구,구로구 오류동(새마을금고오류2동지점 부근),2,2,126.8398365,37.49123975
693,금천구,금천구 가산동(모텔케슬 부근),3,3,126.8892951,37.47895451
694,금천구,금천구 독산동(시흥IC_남부순환로_진입_4 부근),3,3,126.8974313,37.47825501
695,금천구,금천구 독산동(한진어패럴 부근),3,5,126.9033965,37.4740977
696,금천구,금천구 시흥동(시흥사거리 부근),3,4,126.9020176,37.4545244
697,금천구,금천구 독산동(가산중(가남물산앞) 부근),3,3,126.8943672,37.46645852
698,금천구,금천구 독산동(신평대일타운 부근),2,2,126.8937465,37.47487883
699,영등포구,영등포구 영등포동4가(경방필백화점 부근),8,8,126.906896,37.5187568
700,영등포구,영등포구 영등포동6가(영등포농협공판장 부근),6,6,126.9017121,37.52209486
701,영등포구,영등포구 신길동(대신시장 부근),5,5,126.917181,37.51236268
702,영등포구,영등포구 당산동3가(영등포경찰서_제물포길_진입 부근),3,3,126.9013247,37.52681916
703,영등포구,영등포구 대림동(대림사거리 부근),3,3,126.904803,37.49003301
704,영등포구,영등포구 대림동(대림우성아파트사거리_대림로_진 부근),3,3,126.8986909,37.49578068
705,영등포구,영등포구 신길동(도림사거리 부근),3,3,126.9008365,37.50647807
706,영등포구,영등포구 신길동(우신초등교앞 부근),3,3,126.910606,37.50981171
707,동작구,동작구 상도동(덕신빌딩 부근),8,10,126.9373462,37.50476703
708,동작구,동작구 상도동(성대약국 부근),6,6,126.9321809,37.50003048
709,동작구,동작구 사당동(사당시장 부근),5,5,126.9733216,37.48277885
710,동작구,동작구 흑석동(명수대상가 부근),3,3,126.9616645,37.50744641
711,관악구,관악구 남현동(사당고가차도(서측) 부근),7,7,126.9792411,37.47747834
712,관악구,관악구 신림동(난곡우체국앞 부근),5,6,126.9159355,37.47669854
713,관악구,관악구 봉천동(임마누엘교회 부근),5,5,126.9434651,37.48312185
714,관악구,관악구 봉천동(봉천광성교회 부근),4,4,126.9568698,37.47891866
715,관악구,관악구 신림동(신림교(북단) 부근),4,4,126.929097,37.48176935
716,관악구,관악구 신림동(뿌리약국 부근),4,4,126.9189723,37.47398473
717,관악구,관악구 봉천동(봉천11동사무소 부근),3,3,126.9658188,37.47475293
718,관악구,관악구 봉천동(보라매공원_신림로_진입 부근),3,3,126.9269344,37.49220478
719,관악구,관악구 봉천동(청림경로당 부근),3,3,126.9580942,37.48634247
720,관악구,관악구 봉천동(진아빌리지 부근),2,2,126.9373383,37.48633492
721,서초구,서초구 방배동(대성문구인쇄 부근),10,11,126.9802674,37.48474969
722,서초구,서초구 서초동(국제전자센타 부근),3,3,127.0175424,37.48522111
723,서초구,서초구 방배동(서울고교 부근),3,3,127.0044278,37.48254387
724,서초구,서초구 서초동(서초초교 부근),3,3,127.0237214,37.49800427
725,서초구,서초구 방배동(방림종합시장입구 부근),3,3,126.9962997,37.48231363
726,서초구,서초구 서초동(탑스벤쳐타운입구 부근),2,2,127.0090789,37.4836206
727,강남구,강남구 도곡동(삼성엔지니어링 사옥 부근),6,6,127.0523666,37.48820996
728,강남구,강남구 도곡동(양재역_강남대로_진입_2 부근),4,4,127.0343982,37.48549622
729,강남구,강남구 대치동(은마아파트입구 부근),3,3,127.061039,37.49876425
730,강남구,강남구 수서동(수서역_국가지원지방도23호선_진 부근),3,3,127.1021843,37.48706243
731,송파구,송파구 잠실동(잠전초교입구 부근),3,3,127.0808608,37.50514805
732,송파구,송파구 마천동(구본빌딩 부근),3,4,127.1544863,37.49600936
733,송파구,송파구 풍납동(풍납제1경노당 부근),3,4,127.1184273,37.53401106
734,강동구,강동구 성내동(동신빌딩 부근),4,5,127.1321746,37.5326756
735,강동구,강동구 성내동(천호사거리_풍납로_진입 부근),4,4,127.1225674,37.53675547
736,강동구,강동구 암사동(공간미술학원 부근),3,4,127.1353148,37.55256023
737,강동구,강동구 명일동(명일역 부근),3,3,127.1442899,37.55074884
738,강동구,강동구 성내동(삼성A상가 부근),3,3,127.1269629,37.53145144
739,강동구,강동구 길동(천호시장 부근),3,3,127.127102,37.54046243
740,종로구,종로구 종로2가(탑골공원 부근),6,9,126.9882507,37.57038999
741,종로구,종로구 숭인동(동묘앞역 부근),4,4,127.0174411,37.57359431
742,종로구,종로구 창신동(청계7가사거리 부근),4,6,127.0158684,37.56970945
743,종로구,종로구 내자동(우리은행효자동지점 부근),3,3,126.9720849,37.57810005
744,종로구,종로구 종로6가(동대문역 부근),3,3,127.0081933,37.57197024
745,종로구,종로구 견지동(안국동사거리~우정국로 부근),3,3,126.9831818,37.57411094
746,종로구,종로구 종로4가(승보약국 부근),3,4,126.9961101,37.57070153
747,중구,중구 신당동(신당역 부근),5,5,127.0210865,37.56558087
748,중구,중구 남대문로5가(도동삼거리 부근),4,5,126.9764928,37.55602341
749,중구,중구 봉래동2가(서울역1호선 부근),4,4,126.972732,37.55535323
750,중구,중구 북창동(소니서비스센터남대문점 부근),3,5,126.978017,37.56105342
751,용산구,용산구 이태원동(대성옵티마약국 부근),4,4,126.9891328,37.53934084
752,용산구,용산구 한남동(라멘81번옥 부근),3,3,127.0068415,37.53001942
753,용산구,용산구 용문동(파리바게트원효로점 부근),3,3,126.9615283,37.53580648
754,용산구,용산구 보광동(IBK기업은행보광동점 부근),3,3,126.9993519,37.52790578
755,용산구,용산구 남영동(숙대입구역3번출구 부근),3,3,126.9719031,37.54510701
756,성동구,성동구 행당동(왕십리역11번출구~홈플러스익스프레스왕십리점),5,5,127.0339967,37.56211792
757,성동구,성동구 사근동(한양대후문약국 부근),4,5,127.0419818,37.55949949
758,성동구,성동구 행당동(행당과선교 부근),2,2,127.0393945,37.55810093
759,광진구,광진구 중곡동(신성골목시장 부근),5,7,127.0893464,37.55791825
760,광진구,광진구 군자동(화양사거리 부근),4,4,127.0681746,37.54826773
761,광진구,광진구 구의동(슬기유치원 부근),3,3,127.0919836,37.55128274
762,동대문구,동대문구 제기동(왕산로29길 부근),11,11,127.0408369,37.57989011
763,동대문구,동대문구 신설동(신삼송빌딩앞 부근),10,10,127.0232837,37.57398168
764,동대문구,동대문구 전농동(청량리역사거리 부근),9,9,127.0458916,37.58079261
765,동대문구,동대문구 제기동(KB국민은행홍릉지점 부근),6,6,127.041387,37.58668202
766,동대문구,동대문구 전농동(성모온누리약국 부근),5,6,127.0440418,37.57801628
767,동대문구,동대문구 제기동(제기동역1번출구 부근),5,5,127.0339589,37.57828899
768,동대문구,동대문구 장안동(배봉초교사거리 부근),4,4,127.0687406,37.57869253
769,동대문구,동대문구 회기동(IBK기업은행회기역지점 부근),4,5,127.0559112,37.58996466
770,동대문구,동대문구 제기동(영양물산 부근),4,4,127.0375555,37.58280396
771,동대문구,동대문구 휘경동(삼성디지털프라자휘경점 부근),3,3,127.0654024,37.59100058
772,동대문구,동대문구 휘경동(외대앞역교차로 부근),3,4,127.0646632,37.59450399
773,중랑구,중랑구 면목동(사가정역 부근),7,7,127.0885194,37.58128954
774,중랑구,중랑구 망우동(산마루한의원 부근),4,6,127.1040067,37.60046525
775,중랑구,중랑구 망우동(호텔스타상봉 부근),4,6,127.0936444,37.59802672
776,중랑구,중랑구 묵동(다솔한의원 부근),4,4,127.0782783,37.61220119
777,중랑구,중랑구 면목동(삼대냉면 부근),4,4,127.0905653,37.58908946
778,중랑구,중랑구 중화동(경희제일한의원 부근),3,3,127.0770654,37.60480639
779,중랑구,중랑구 면목동(우림목재합판 부근),2,2,127.0827161,37.59199943
780,성북구,성북구 동소문동5가(빽다방성신여대입구역점 부근),9,9,127.016585,37.59273313
781,성북구,성북구 하월곡동(성북트리즘빌딩사거리 부근),8,9,127.0381594,37.60244866
782,성북구,성북구 동선동2가(바람마당교 부근),7,7,127.0173188,37.58937487
783,성북구,성북구 길음동(박찬유치과의원 부근),5,5,127.0236905,37.60345834
784,성북구,성북구 장위동(성심가정의학과의원 부근),5,5,127.0490079,37.61334639
785,성북구,성북구 장위동(KEB하나은행장위동지점 부근),4,4,127.050727,37.61575051
786,성북구,성북구 장위동(나약국 부근),4,4,127.0430501,37.61414716
787,성북구,성북구 정릉동(도미노피자정릉점 부근),3,3,127.0103986,37.60736084
788,성북구,성북구 길음동(삼양로10길 부근),3,3,127.0235217,37.60861334
789,성북구,성북구 종암동(사대부고앞 부근),3,3,127.0362932,37.59335324
790,성북구,성북구 정릉동(정릉4동주민센터사거리 부근),3,3,127.0074741,37.6127477
791,성북구,성북구 석관동(돌곶이역 부근),3,3,127.0571769,37.6109744
792,강북구,강북구 수유동(수유역 부근),8,10,127.025487,37.63809507
793,강북구,강북구 미아동(미아역 부근),6,11,127.0260883,37.62608462
794,강북구,강북구 수유동(화계역 부근),6,6,127.0172349,37.63420424
795,강북구,강북구 미아동(삼양사거리역 부근),5,5,127.0205322,37.62125643
796,강북구,강북구 미아동(창문여고앞삼거리 부근),3,3,127.0374207,37.61270665
797,강북구,강북구 수유동(광산사거리 부근),3,3,127.0224472,37.6435111
798,도봉구,도봉구 창동(창동지하차도 부근),4,4,127.0480003,37.65212293
799,도봉구,도봉구 도봉동(도봉산역1번출구 부근),4,4,127.045602,37.68887431
800,도봉구,도봉구 쌍문동(숭미파출소사거리 부근),3,3,127.0257908,37.64736203
801,도봉구,도봉구 창동(신창교 부근),3,3,127.0395252,37.63377648
802,도봉구,도봉구 도봉동(도봉역2번출구 부근),2,2,127.0451855,37.67749932
803,노원구,노원구 상계동(우물집원조추어탕순대국 부근),4,4,127.0820408,37.6712348
804,노원구,노원구 상계동(수락산역4번출구 부근),4,4,127.0557887,37.6758733
805,노원구,노원구 상계동(한국전력공사노원도봉지사 부근),3,4,127.0549603,37.6545061
806,노원구,노원구 공릉동(배꽃나라주유소 부근),3,3,127.0791064,37.61855918
807,노원구,노원구 공릉동(공릉볼링센타 부근),3,3,127.075654,37.62151673
808,은평구,은평구 응암동(응암오거리 부근),6,6,126.9169912,37.59016045
809,은평구,은평구 신사동(와산교교차로 부근),5,5,126.9125654,37.58884105
810,은평구,은평구 불광동(연신내역 부근),4,7,126.9211094,37.61920824
811,은평구,은평구 역촌동(역말사거리 부근),3,3,126.9155916,37.60486002
812,은평구,은평구 응암동(드림캐시아주상복합 부근),3,5,126.9209351,37.5986489
813,은평구,은평구 대조동(대조불광시장교차로 부근),3,3,126.9266343,37.60887012
814,은평구,은평구 불광동(불광지구대 부근),3,3,126.9256577,37.6211521
815,서대문구,서대문구 북가좌동(북가좌사거리 부근),5,5,126.9124703,37.58168186
816,서대문구,서대문구 홍은동(홍연2교교차로 부근),4,4,126.93011,37.57858115
817,서대문구,서대문구 홍제동(홍제역 부근),4,4,126.9445665,37.58876482
818,서대문구,서대문구 홍제동(홍제삼거리 부근),3,5,126.9469741,37.58612449
819,서대문구,서대문구 홍제동(홍제교 부근),3,3,126.9444611,37.59197085
820,서대문구,서대문구 홍은동(홍은파출소 부근),3,4,126.9462278,37.59512539
821,서대문구,서대문구 홍제동(7호포차 부근),2,2,126.9374059,37.58890261
822,마포구,마포구 성산동(가좌삼거리 부근),5,5,126.9141663,37.56962487
823,마포구,마포구 서교동(서교동사거리 부근),5,5,126.9181483,37.55267223
824,마포구,마포구 망원동(한강공원입구교차로 부근),5,5,126.8991251,37.55591194
825,마포구,마포구 망원동(LG베스트샵월드컵점 부근),4,4,126.9047398,37.56184513
826,양천구,양천구 목동(다이소등촌시장점 부근),6,6,126.8653482,37.54858238
827,양천구,양천구 신월동(으뜸공원 부근),4,4,126.8303978,37.53639678
828,양천구,양천구 신월동(양천경찰서 부근),3,4,126.86549,37.51696003
829,양천구,양천구 신정동(홍익병원 부근),3,3,126.8639078,37.52875975
830,강서구,강서구 방화동(신월초교입구교차로 부근),4,4,126.8416194,37.54085806
831,강서구,강서구 화곡동(KEB하나은행공항로지점 부근),4,4,126.854331,37.55520677
832,강서구,강서구 염창동(염창역 부근),4,4,126.8740657,37.54700847
833,강서구,강서구 공항동(송정역1번출구 부근),3,4,126.8109464,37.56137008
834,강서구,강서구 화곡동(21세기국민약국 부근),3,3,126.858917,37.53197151
835,구로구,구로구 구로동(신구로자이주상복합 부근),4,4,126.8840811,37.49962508
836,구로구,구로구 구로동(킴스안경클럽 부근),4,4,126.8847042,37.48847839
837,구로구,구로구 개봉동(GS25개봉당곡점 부근),4,4,126.8547708,37.48812331
838,구로구,구로구 개봉동(경인중 부근),3,3,126.8535576,37.49773008
839,구로구,구로구 가리봉동(블루핸즈공단서비스센타 부근),3,3,126.8874293,37.48149615
840,구로구,구로구 오류동(오류동역앞교차로 부근),3,3,126.8435341,37.49612091
841,구로구,구로구 개봉동(개봉1동사거리 부근),2,2,126.8466968,37.50153857
842,금천구,금천구 시흥동(에벤에셀프라자아파트 부근),6,6,126.9100869,37.45062413
843,금천구,금천구 시흥동(시흥사거리 부근),4,4,126.9015893,37.45435098
844,금천구,금천구 시흥동(세븐일레븐시흥초교점 부근),4,4,126.9057236,37.45627371
845,영등포구,영등포구 영등포동3가(영등포시장앞 부근),8,9,126.9050161,37.51994419
846,영등포구,영등포구 신길동(우신초교앞 부근),4,4,126.9104665,37.50977806
847,영등포구,영등포구 당산동1가(영등포유통상가교차로 부근),3,5,126.8956075,37.52082038
848,영등포구,영등포구 대림동(살레시오청소년센터 부근),3,3,126.9051952,37.49442552
849,영등포구,영등포구 신길동(신길삼거리 부근),3,4,126.9192556,37.51437709
850,영등포구,영등포구 문래동3가(모드니주유소 부근),2,2,126.900632,37.51448075
851,동작구,동작구 상도동(상도3동주민센터 부근),8,8,126.9314768,37.4995045
852,동작구,동작구 대방동(신대방삼거리역교차로 부근),6,6,126.9279325,37.49888489
853,동작구,동작구 흑석동(이마트에브리데이흑석동점 부근),4,4,126.9608558,37.50736432
854,동작구,동작구 노량진동(이마트24동작삼익점 부근),4,4,126.9446009,37.51064345
855,동작구,동작구 대방동(롯데하이마트대방점 부근),3,5,126.9225773,37.50537309
856,동작구,동작구 사당동(이수역사거리 부근),3,3,126.9827672,37.48561574
857,동작구,동작구 사당동(동작대로1길 부근),3,3,126.9811537,37.47714395
858,동작구,동작구 사당동(밝은서울정신건강의학과의원 부근),2,2,126.9822366,37.48270389
859,관악구,관악구 신림동(신림교 부근),7,7,126.9295314,37.48211584
860,관악구,관악구 신림동(난곡새마을금고본점 부근),5,5,126.9199551,37.47430852
861,관악구,관악구 신림동(미가할매집 부근),4,4,126.9286178,37.48778857
862,관악구,관악구 봉천동(봉천역 부근),4,4,126.9420992,37.48233913
863,관악구,관악구 봉천동(서울대입구역 부근),4,4,126.9509183,37.48135355
864,관악구,관악구 신림동(신림현대아파트교차로 부근),3,4,126.9095742,37.48535028
865,관악구,관악구 신림동(금천경찰서 부근),2,2,126.9096051,37.48104388
866,서초구,서초구 잠원동(신사역5번출구 부근),5,6,127.0191664,37.51596404
867,서초구,서초구 방배동(방배역 부근),3,3,126.997159,37.48195431
868,강남구,강남구 도곡동(언주초교 부근),3,4,127.0366555,37.48565815
869,송파구,송파구 삼전동(시온정비센터 부근),5,5,127.0859028,37.50195249
870,송파구,송파구 마천동(착한깡통 부근),5,5,127.1506031,37.49722878
871,송파구,송파구 문정동(가락시장역3호선 부근),4,4,127.1161296,37.4918583
872,송파구,송파구 석촌동(석촌역 부근),3,3,127.1061078,37.50650811
873,송파구,송파구 방이동(포레스트요양병원 부근),3,3,127.1138471,37.51183422
874,송파구,송파구 신천(잠실역8호선 부근),3,5,127.1031037,37.51445518
875,강동구,강동구 명일동(성덕고 부근),6,6,127.1429117,37.55038574
876,강동구,강동구 암사동(CU암사중앙점 부근),5,5,127.1287094,37.55129577
877,강동구,강동구 명일동(샛마을근린공원 부근),4,4,127.1470963,37.54974521
878,강동구,강동구 길동(천동초교입구교차로 부근),4,4,127.141212,37.5410049
879,강동구,강동구 천호동(동신중 부근),4,4,127.134201,37.53722473
880,강동구,강동구 고덕동(상일동역1번출구 부근),3,3,127.1640366,37.5564715
881,강동구,강동구 성내동(CU성내제일점 부근),3,4,127.1312763,37.52892316
882,종로구,종로구 낙원동(낙원지하상가 부근),9,9,126.9877286,37.57258091
883,종로구,종로구 종로3가(IBK기업은행 종로지점 부근),9,9,126.9903853,37.57023557
884,종로구,종로구 숭인동(연세김치과의원 부근),5,6,127.021448,37.57504789
885,중구,중구 남대문로5가(서울역9-1번출구 부근),5,5,126.9727207,37.55488288
886,중구,중구 방산동(향기나무한의원 부근),3,4,127.002822,37.57116695
887,중구,중구 신당동(신당중앙시장 부근),3,3,127.0195909,37.56553376
888,중구,중구 을지로5가(오장동사거리 부근),2,3,127.0027071,37.56471141
889,용산구,용산구 한남동(순천향병원 부근),7,7,127.0058221,37.53345082
890,용산구,용산구 문배동(원효빌딩 부근),3,4,126.9662077,37.53801369
891,용산구,용산구 한남동(가봉대사관 부근),2,2,126.9993705,37.5357344
892,용산구,용산구 이태원동(한스양복 부근),2,2,126.9889524,37.53344326
893,성동구,성동구 성수동2가(뚝도시장약국 부근),3,3,127.054355,37.53765356
894,성동구,성동구 금호동4가(KB국민은행금호동지점 부근),3,3,127.0233075,37.54805099
895,광진구,광진구 구의동(구의공원입구 부근),2,2,127.0949983,37.53642961
896,동대문구,동대문구 용두동(동서시장 부근),15,16,127.0409278,37.57906179
897,동대문구,동대문구 청량리동(청량리우체국 부근),13,15,127.0453332,37.58064593
898,동대문구,동대문구 휘경동(회기역앞 부근),4,4,127.0559657,37.59047037
899,동대문구,동대문구 답십리동(한화꿈에그린아파트입구 부근),4,4,127.0542924,37.56672548
900,동대문구,동대문구 이문동(신이문역1번출구 부근),4,4,127.0674241,37.60285159
901,동대문구,동대문구 장안동(새서울병원 부근),4,4,127.0720513,37.57364182
902,동대문구,동대문구 휘경동(중량약국 부근),4,4,127.0668117,37.59202184
903,동대문구,동대문구 장안동(장안2동 주민센터 부근),3,3,127.0702017,37.57887691
904,동대문구,동대문구 이문동(한솔고시텔 부근),3,3,127.0620721,37.59979432
905,중랑구,중랑구 면목동(브리앙아파트 부근),6,6,127.0931892,37.59196378
906,중랑구,중랑구 면목동(조은노인요양센터 부근),5,5,127.0944647,37.58631109
907,중랑구,중랑구 망우동(이마트상봉점 부근),5,5,127.0939305,37.59722222
908,중랑구,중랑구 중화동(중화역사거리 부근),5,5,127.0794186,37.60145457
909,중랑구,중랑구 면목동(면목2동사거리 부근),4,4,127.0796372,37.58666248
910,중랑구,중랑구 상봉동(상봉역1번출구 부근),3,3,127.0872492,37.59683193
911,중랑구,중랑구 면목동(일신강변아파트 부근),3,3,127.0742659,37.58711193
912,성북구,성북구 장위동(KB국민은행장위동지점 부근),6,6,127.0490183,37.61349965
913,성북구,성북구 정릉동(정릉우체국 부근),5,5,127.0109629,37.60615115
914,성북구,성북구 하월곡동(부모섬김노인요양원 부근),4,4,127.0341589,37.61107666
915,성북구,성북구 하월곡동(정평빌딩 부근),3,3,127.0428477,37.60349805
916,성북구,성북구 동소문동2가(성북녹십자약국1호점 부근),2,3,127.0084053,37.58961393
917,강북구,강북구 수유동(이상인한의원 부근),5,5,127.0107245,37.64569416
918,강북구,강북구 미아동(미래본경희한의원 부근),5,8,127.0183421,37.61997634
919,강북구,강북구 미아동(GS25미아진영점 부근),5,5,127.0286863,37.62045704
920,강북구,강북구 미아동(기아오토큐미아점 부근),4,4,127.0222126,37.61134812
921,강북구,강북구 미아동(수유시장 부근),4,4,127.024259,37.63083651
922,강북구,강북구 미아동(삼양입구사거리 부근),4,4,127.0297198,37.61701316
923,강북구,강북구 수유동(광은빌딩 부근),4,5,127.0179301,37.62921808
924,강북구,강북구 번동(세븐일레븐 번동점 부근),3,3,127.0257058,37.63485338
925,강북구,강북구 수유동(수유역 부근),3,3,127.0257134,37.63814105
926,강북구,강북구 수유동(프레비스타 부근),2,2,127.0128474,37.62907074
927,도봉구,도봉구 쌍문동(신원프라자 부근),4,4,127.0355342,37.65851192
928,도봉구,도봉구 창동(쌍문역 부근),4,4,127.0353739,37.64915026
929,도봉구,도봉구 쌍문동(쌍문1동주민센터 부근),3,3,127.0263577,37.64831391
930,도봉구,도봉구 창동(가인초교 부근),3,4,127.0424836,37.65920841
931,도봉구,도봉구 도봉동(부부약국 부근),3,3,127.0436523,37.68443994
932,도봉구,도봉구 도봉동(도봉중 부근),3,3,127.0459487,37.67134362
933,노원구,노원구 월계동(S-OIL 신성주유소 부근),5,6,127.0569141,37.62904165
