,구,지점,발생건수,사상자수,X,Y
934,노원구,노원구 중계동(상계역 부근),5,5,127.0724583,37.65995734
935,노원구,노원구 상계동(성광빌딩 부근),5,5,127.0623468,37.65713241
936,노원구,노원구 상계동(수락산역 부근),3,3,127.0550329,37.67841878
937,노원구,노원구 상계동(대성한의원 부근),3,3,127.0783711,37.66648072
938,노원구,노원구 월계동(석계로11길 부근),2,2,127.0635872,37.61741584
939,은평구,은평구 대조동(보스톤탑치과의원 부근),5,5,126.9221856,37.61771486
940,은평구,은평구 응암동(와산교 부근),5,5,126.9133817,37.58882511
941,은평구,은평구 갈현동(갈현1동주민센터 부근),4,4,126.917051,37.62371954
942,은평구,은평구 대조동(서울병원 부근),4,4,126.929192,37.60856846
943,은평구,은평구 갈현동(호남식당 부근),3,3,126.9164808,37.61463783
944,서대문구,서대문구 홍제동(홍은사거리 부근),9,10,126.9419335,37.59141821
945,서대문구,서대문구 북가좌동(KEB하나은행 북가좌지점 부근),5,6,126.9117778,37.58062206
946,서대문구,서대문구 홍제동(사랑나눔사회복지센터 부근),3,3,126.9481389,37.59403471
947,서대문구,서대문구 홍은동(홍연2교 부근),3,3,126.9300583,37.57793194
948,서대문구,서대문구 대현동(CGV신촌아트레온 부근),2,2,126.9419111,37.55654594
949,양천구,양천구 목동(한독빌딩 부근),6,6,126.8634323,37.53513713
950,양천구,양천구 신월동(중앙빌딩 부근),5,5,126.8349433,37.52095132
951,양천구,양천구 신월동(신월제일교회 부근),4,4,126.8390477,37.51708251
952,양천구,양천구 신정동(은혜재가요양센터 부근),3,3,126.8511311,37.52348205
953,강서구,강서구 등촌동(신한이모르젠아파트 부근),7,10,126.86395,37.54985974
954,강서구,강서구 염창동(강서구보건소 부근),5,5,126.8682131,37.54913733
955,강서구,강서구 화곡동(바울빌딩 부근),4,4,126.8491451,37.53083269
956,구로구,구로구 오류동(IBK기업은행 오류동지점 부근),5,5,126.8440867,37.49642988
957,구로구,구로구 개봉동(늘푸른한의원 부근),4,4,126.85623,37.4923481
958,구로구,구로구 궁동(우진빌딩 부근),4,4,126.8291577,37.49766868
959,구로구,구로구 오류동(만호빌딩 부근),4,4,126.8448667,37.49400451
960,구로구,구로구 구로동(고려빌딩 부근),3,3,126.8850117,37.50293911
961,금천구,금천구 시흥동(시흥사거리 부근),9,9,126.9003865,37.45475998
962,금천구,금천구 시흥동(은행나무시장 부근),5,5,126.9080419,37.45104553
963,금천구,금천구 독산동(금천우체국사거리 부근),3,3,126.8980862,37.46962926
964,영등포구,영등포구 영등포동(월드맨파워 부근),5,5,126.9081098,37.51499102
965,영등포구,영등포구 문래동6가(e편한세상문래상가 부근),5,5,126.8860163,37.51979961
966,영등포구,영등포구 신길동(영신치과의원 부근),4,4,126.9168157,37.51213817
967,영등포구,영등포구 대림동(도림로31길 부근),3,4,126.8953617,37.49355143
968,영등포구,영등포구 영등포동5가(비즈성형외과의원 부근),2,4,126.9053384,37.52130243
969,영등포구,영등포구 문래동3가(문래근린공원입구 부근),2,2,126.8945221,37.51711298
970,동작구,동작구 신대방동(해태보라매타워 부근),5,5,126.9242081,37.49184016
971,동작구,동작구 대방동(신대방삼거리역2번출구 부근),5,5,126.9280959,37.49895938
972,동작구,동작구 상도동(이니스프리 숭실대점 부근),5,9,126.9525029,37.4976828
973,동작구,동작구 신대방동(대림사거리 부근),4,4,126.9068235,37.48875742
974,동작구,동작구 대방동(보라매빌딩 부근),3,3,126.9215786,37.49979117
975,관악구,관악구 신림동(뿌리약국 부근),7,7,126.9186006,37.47446909
976,관악구,관악구 신림동(신일자원 부근),5,5,126.9138232,37.47748709
977,관악구,관악구 봉천동(쿠우쿠우 서울대점 부근),4,4,126.9503361,37.48139366
978,관악구,관악구 봉천동(당곡사거리 부근),4,5,126.9282106,37.48921215
979,서초구,서초구 서초동(서울고교 부근),4,4,127.0037297,37.48248422
980,서초구,서초구 서초동(서이초교 부근),3,3,127.0266278,37.49198201
981,강남구,강남구 도곡동(삼성타워펠리스1차 부근),4,4,127.053959,37.48876365
982,강남구,강남구 논현동(임피리얼팰리스호텔 부근),3,4,127.035727,37.51323609
983,강남구,강남구 역삼동(스타벅스 아크로힐스 논현점 부근),3,3,127.0402059,37.50917413
984,강남구,강남구 신사동(현대종합상가 부근),3,3,127.0307579,37.52794461
985,강남구,강남구 역삼동(한라클래식 부근),3,3,127.0302398,37.49685475
986,송파구,송파구 마천동(구본빌딩 부근),7,7,127.1541134,37.49708043
987,송파구,송파구 거여동(세븐일레븐 거여본점 부근),5,5,127.1459221,37.49675871
988,송파구,송파구 거여동(효재한의원 부근),5,5,127.1459102,37.49298563
989,송파구,송파구 잠실동(잠실지구대 부근),4,5,127.0820635,37.51170323
990,송파구,송파구 방이동(송파태양약국 부근),4,4,127.11536,37.51097733
991,송파구,송파구 송파동(송파한양1차아파트정문 부근),3,3,127.114507,37.50477206
992,송파구,송파구 가락동(태인일식 부근),3,4,127.1191186,37.49375858
993,강동구,강동구 천호동(성록빌딩 부근),6,6,127.1339641,37.54648721
994,강동구,강동구 천호동(고분다리전통시장 부근),5,5,127.1313937,37.54243147
995,강동구,강동구 성내동(SJ빌딩 부근),3,3,127.1332267,37.53277802
996,강동구,강동구 천호동(천호역2번출구 부근),3,3,127.1235963,37.53923749
997,강동구,강동구 천호동(성덕약국 부근),3,3,127.1403621,37.55079131
998,종로구,종로구 낙원동(기업은행 부근),7,7,126.989062,37.57020253
999,종로구,종로구 숭인동(영도교남단 부근),5,5,127.0188226,37.57143183
1000,중구,중구 을지로5가(중부시장앞 부근),5,5,127.0001088,37.56669438
1001,중구,중구 을지로6가(흥인시장 부근),3,3,127.009478,37.56903379
1002,용산구,용산구 한남동(순천향병원 부근),4,4,127.0059319,37.53336866
1003,성동구,성동구 성수동1가(뚝섬역 부근),4,4,127.0444439,37.54792712
1004,성동구,성동구 성수동2가(뚝도시장 부근),3,3,127.0547088,37.53888965
1005,성동구,성동구 홍익동(청계벽산상가 부근),3,3,127.0304687,37.56864849
1006,광진구,광진구 능동(하나은행중곡동지점 부근),3,3,127.0819592,37.5562682
1007,동대문구,동대문구 제기동(경동시장 부근),13,14,127.0378372,37.57853633
1008,동대문구,동대문구 제기동(우리은행청량리중앙지 부근),12,12,127.0413651,37.57924611
1009,동대문구,동대문구 청량리동(옥치과의원 부근),7,7,127.0457309,37.58123675
1010,동대문구,동대문구 신설동(신설동역일반국도6호선 부근),7,7,127.0237551,37.57580215
1011,동대문구,동대문구 제기동(제기사거리 부근),6,6,127.038331,37.58200955
1012,동대문구,동대문구 청량리동(영휘원 부근),5,5,127.0419088,37.58670536
1013,동대문구,동대문구 장안동(장안동우리은행 부근),5,5,127.066812,37.56622395
1014,동대문구,동대문구 답십리동(쌍마빌딩 부근),3,4,127.0553281,37.56612182
1015,동대문구,동대문구 휘경동(백합빌딩 부근),3,3,127.0589411,37.58902059
1016,동대문구,동대문구 용두동(마장동사거리 부근),3,3,127.0379784,37.5728784
1017,동대문구,동대문구 청량리동(청량리정신병원입구 부근),3,3,127.0488771,37.58621543
1018,중랑구,중랑구 면목동(사가정역 부근),8,8,127.0881843,37.58056588
1019,중랑구,중랑구 중화동(장안중교 부근),6,6,127.0794874,37.59972526
1020,중랑구,중랑구 묵동(구묵동사거리 부근),5,5,127.0786205,37.61865546
1021,중랑구,중랑구 묵동(해성교회 부근),5,7,127.0781736,37.61524645
1022,중랑구,중랑구 면목동(신한은행면목지점 부근),5,5,127.0884954,37.58431592
1023,중랑구,중랑구 면목동(예삐유치원 부근),5,6,127.0776225,37.59093518
1024,중랑구,중랑구 신내동(신내주유소 부근),4,4,127.1004035,37.61409204
1025,중랑구,중랑구 면목동(면목교 부근),4,4,127.0839499,37.5871104
1026,중랑구,중랑구 망우동(망우역 부근),3,3,127.0930635,37.59834591
1027,중랑구,중랑구 면목동(용마산역 부근),3,3,127.0885097,37.57567927
1028,중랑구,중랑구 면목동(동부간선도로일반국도6 부근),3,3,127.0731203,37.59135313
1029,성북구,성북구 장위동(신한은행장위지점 부근),6,6,127.0516002,37.6099582
1030,성북구,성북구 하월곡동(방천시장입구 부근),6,6,127.0349793,37.61174163
1031,성북구,성북구 장위동(부동산 부근),4,4,127.0475372,37.6074179
1032,성북구,성북구 정릉동(정릉4동사무소 부근),4,4,127.0072475,37.61274676
1033,성북구,성북구 하월곡동(종암사거리종암로진출 부근),4,4,127.0325069,37.60276839
1034,성북구,성북구 하월곡동(월곡시장 부근),4,4,127.0425842,37.60366687
1035,성북구,성북구 돈암동(스카이웨이주유소 부근),3,4,127.0133876,37.6012867
1036,성북구,성북구 석관동(돌곶이역 부근),3,3,127.0566824,37.61079763
1037,성북구,성북구 석관동(장위사거리 부근),3,3,127.061548,37.61240583
1038,성북구,성북구 동소문동7가(흥천사입구 부근),3,4,127.0147372,37.59666846
1039,성북구,성북구 하월곡동(이삭교회정릉길진입2 부근),3,3,127.0377761,37.60263864
1040,성북구,성북구 성북동(참나무닭나라 부근),3,3,127.0032171,37.5918097
1041,성북구,성북구 종암동(종암동근린생활시설 부근),3,3,127.0346075,37.59867971
1042,성북구,성북구 안암동5가(안암역 부근),3,4,127.0287275,37.58633499
1043,강북구,강북구 번동(오현로32길3 부근),7,7,127.0399264,37.62859807
1044,강북구,강북구 미아동(삼양사거리 부근),5,5,127.0209385,37.6196167
1045,강북구,강북구 미아동(미아삼거리역 부근),5,5,127.0301307,37.61305523
1046,강북구,강북구 수유동(이화순대국전문 부근),5,5,127.0224211,37.64057734
1047,강북구,강북구 미아동(북부안식일교회 부근),4,6,127.0178954,37.62922987
1048,강북구,강북구 미아동(미아4동사무소 부근),4,4,127.0320943,37.61651635
1049,강북구,강북구 미아동(지성한의원 부근),4,5,127.0223488,37.62999111
1050,강북구,강북구 우이동(와락닭매운탕 부근),4,6,127.0134379,37.65030614
1051,강북구,강북구 수유동(삼성화재번동사옥 부근),4,4,127.0245223,37.63711417
1052,강북구,강북구 수유동(국민마트 부근),3,3,127.0156027,37.64353324
1053,도봉구,도봉구 창동(창동견인차량보관소 부근),7,8,127.0495862,37.65361385
1054,도봉구,도봉구 방학동(방학프라자 부근),5,5,127.0376286,37.665814
1055,도봉구,도봉구 쌍문동(정의여중고 부근),3,3,127.0329952,37.65126474
1056,도봉구,도봉구 쌍문동(창동변전소 부근),3,3,127.040436,37.6582287
1057,도봉구,도봉구 창동(강북구도봉구경계4 부근),2,2,127.0303869,37.64233782
1058,노원구,노원구 상계동(흥부전놀부전 부근),6,6,127.0800426,37.66916468
1059,노원구,노원구 상계동(삼정의원 부근),4,5,127.0705398,37.66189171
1060,노원구,노원구 월계동(인덕공전 부근),3,3,127.0550672,37.62898062
1061,은평구,은평구 갈현동(신한은행연신내지점 부근),8,8,126.9212226,37.61916242
1062,은평구,은평구 대조동(불광로28 부근),6,6,126.9279465,37.60980636
1063,은평구,은평구 응암동(파리바게뜨 부근),5,6,126.9178558,37.58808243
1064,은평구,은평구 역촌동(서부경찰서 부근),3,3,126.9186316,37.60264506
1065,은평구,은평구 갈현동(구산사거리 부근),3,3,126.9137439,37.61290994
1066,은평구,은평구 신사동(신사연세치과 부근),3,3,126.910323,37.59891736
1067,서대문구,서대문구 북아현동(굴레방다리 부근),6,6,126.9565391,37.55905636
1068,서대문구,서대문구 충정로3가(충정로역가구상가서소 부근),5,5,126.9644785,37.55995436
1069,서대문구,서대문구 창천동(신촌현대백화점 부근),5,5,126.9352783,37.55569634
1070,서대문구,서대문구 홍제동(인왕초등교 부근),4,5,126.9450139,37.59206931
1071,서대문구,서대문구 홍제동(인왕APT 부근),4,4,126.9480502,37.5852894
1072,서대문구,서대문구 홍은동(홍연2교 부근),4,4,126.9301925,37.57815792
1073,서대문구,서대문구 홍제동(홍은사거리통일로진출 부근),3,3,126.9412035,37.59182797
1074,서대문구,서대문구 연희동(연희동성당앞 부근),3,3,126.9280676,37.56313191
1075,마포구,마포구 성산동(평강교회 부근),3,3,126.901814,37.56564096
1076,마포구,마포구 대흥동(대흥동사무소 부근),3,3,126.9461072,37.55039062
1077,양천구,양천구 목동(SC제일은행등촌지점 부근),10,10,126.8647532,37.54842669
1078,양천구,양천구 신월동(양강중학교앞 부근),5,5,126.8510935,37.52399542
1079,양천구,양천구 목동(덕수프라자 부근),4,4,126.8716233,37.54662913
1080,양천구,양천구 신정동(신트리현대아파트501동 부근),3,3,126.8534293,37.51278447
1081,양천구,양천구 신정동(삼익쇼핑지하상가 부근),3,3,126.8768309,37.52236513
1082,양천구,양천구 신정동(담우빌딩 부근),2,2,126.8636146,37.52672173
1083,강서구,강서구 화곡동(신정여상 부근),6,6,126.8577736,37.53267389
1084,강서구,강서구 등촌동(가양5단지 부근),6,6,126.8515689,37.56300627
1085,강서구,강서구 화곡동(청구빌라트 부근),4,4,126.8467315,37.54457483
1086,강서구,강서구 공항동(신한은행앞 부근),4,4,126.8120006,37.56124103
1087,강서구,강서구 화곡동(동면빌딩 부근),3,3,126.8520437,37.53108533
1088,강서구,강서구 등촌동(강서요양병원 부근),3,3,126.8547422,37.56020471
1089,강서구,강서구 화곡동(해바라기주유소입구 부근),2,2,126.8473365,37.54923653
1090,구로구,구로구 구로동(유풍빌딩 부근),5,5,126.882396,37.49400226
1091,구로구,구로구 구로동(영서중 부근),5,5,126.8907905,37.489302
1092,구로구,구로구 가리봉동(남구로역 부근),4,4,126.8869389,37.48585946
1093,구로구,구로구 개봉동(조양빌딩 부근),3,3,126.8562046,37.49332377
1094,금천구,금천구 시흥동(형제주유소입구 부근),6,6,126.9047708,37.46055582
1095,금천구,금천구 독산동(시흥사거리 부근),5,5,126.9012418,37.45496421
1096,금천구,금천구 독산동(독산사거리 부근),3,3,126.8979333,37.47149339
1097,영등포구,영등포구 영등포동4가(영등포역 부근),7,7,126.9060072,37.51645474
1098,영등포구,영등포구 당산동3가(서림빌딩 부근),5,5,126.8970754,37.52645447
1099,영등포구,영등포구 영등포동3가(선한치과 부근),4,4,126.9082109,37.51938111
1100,영등포구,영등포구 신길동(하이마트 부근),4,4,126.9082675,37.49721343
1101,영등포구,영등포구 여의도동(한양수퍼앞 부근),4,4,126.9334191,37.51996442
1102,영등포구,영등포구 신길동(영등포농협 부근),3,4,126.912191,37.51113559
1103,영등포구,영등포구 문래동6가(제일종합카센타 부근),3,3,126.8847396,37.51955862
1104,동작구,동작구 상도동(상도3동주민센터 부근),9,11,126.9316969,37.49957757
1105,동작구,동작구 사당동(대우디오슈페리움2 부근),6,7,126.9800758,37.48810632
1106,동작구,동작구 상도동(럭키하이퍼마켓 부근),6,7,126.9410342,37.50156802
1107,동작구,동작구 사당동(대성문구인쇄 부근),4,12,126.9798683,37.48470578
1108,동작구,동작구 상도동(리치타운 부근),4,5,126.9524678,37.49783587
1109,동작구,동작구 노량진동(타코야 부근),4,5,126.9397686,37.50807012
1110,동작구,동작구 사당동(사당시장 부근),3,3,126.9756836,37.48254299
1111,관악구,관악구 신림동(뿌리약국 부근),9,9,126.9188138,37.47418574
1112,관악구,관악구 신림동(신림4동사무소입구 부근),5,6,126.9139769,37.4852553
1113,관악구,관악구 봉천동(봉천로사거리 부근),4,4,126.9534547,37.48235287
1114,관악구,관악구 신림동(청암인터그린타워 부근),4,4,126.9299424,37.48256165
1115,관악구,관악구 봉천동(보라매공원 부근),3,3,126.9268555,37.49330009
1116,관악구,관악구 신림동(금성빌딩 부근),3,3,126.9325656,37.48720002
1117,관악구,관악구 신림동(구로디지털단지역 부근),3,3,126.9026149,37.48460576
1118,관악구,관악구 봉천동(현대시장 부근),3,3,126.9463816,37.48708136
1119,서초구,서초구 잠원동(반포쇼핑센타 부근),4,4,127.0043162,37.50627617
1120,서초구,서초구 방배동(사당역 부근),3,4,126.9814429,37.47658638
1121,강남구,강남구 수서동(수서삼익아파트4단지상 부근),5,6,127.1016505,37.48828144
1122,강남구,강남구 역삼동(신논현역 부근),3,3,127.0257233,37.50443516
1123,강남구,강남구 신사동(벽당빌딩 부근),3,3,127.0247412,37.52548689
1124,강남구,강남구 청담동(강남구청역 부근),3,4,127.041246,37.5174039
1125,송파구,송파구 잠실동(잠실천주교회 부근),6,7,127.0838962,37.51070308
1126,송파구,송파구 석촌동(송파사거리 부근),5,5,127.1083166,37.50159909
1127,송파구,송파구 가락동(문정시영아파트 부근),4,4,127.1344351,37.49150718
1128,송파구,송파구 방이동(방이초교앞 부근),3,3,127.1179535,37.5131814
1129,송파구,송파구 송파동(송파지하차도북측 부근),3,3,127.1119703,37.50025329
1130,송파구,송파구 마천동(성내2교남단 부근),3,3,127.1452456,37.4989208
1131,강동구,강동구 천호동(광진교앞 부근),8,10,127.1242893,37.54090983
1132,강동구,강동구 천호동(천동초교입구 부근),6,6,127.1401802,37.5410672
1133,강동구,강동구 천호동(리코하이빌입구 부근),5,6,127.1358054,37.54243709
1134,강동구,강동구 명일동(황제당구장 부근),4,7,127.1453513,37.54446002
1135,강동구,강동구 천호동(강동구민회관 부근),4,5,127.1415011,37.54619533
1136,강동구,강동구 암사동(브라운스톤아파트앞 부근),4,4,127.1286136,37.54956121
1137,강동구,강동구 둔촌동(일자산입구 부근),3,3,127.1497905,37.53170161
1138,강동구,강동구 성내동(성일초교 부근),3,3,127.1284418,37.53108269
1139,종로구,종로구 숭인동(아람보습학원 부근),9,10,127.0185848,37.5735202
1140,종로구,종로구 창신동(흥인지문사거리 부근),5,7,127.0102224,37.57158311
1141,종로구,종로구 관수동(기업은행 부근),5,5,126.9892462,37.56977716
1142,종로구,종로구 명륜2가(성균관대입구교차로 부근),3,4,126.9980953,37.5836489
1143,중구,중구 황학동(신당5동주민센터 부근),6,6,127.0211169,37.56547583
1144,중구,중구 신당동(약수역서울3호선 부근),5,5,127.0107725,37.55366565
1145,중구,중구 황학동(동대문중앙교회앞 부근),4,4,127.0187197,37.56820139
1146,중구,중구 인현동1가(을지로4가 부근),4,4,126.9972708,37.56647474
1147,용산구,용산구 용문동(용문새마을금고 부근),6,6,126.9600032,37.53696226
1148,성동구,성동구 금호동4가(금남시장앞교차로 부근),5,5,127.0220729,37.54815416
1149,성동구,성동구 성수동2가(윤진약국 부근),4,4,127.0542756,37.53751796
1150,성동구,성동구 성수동2가(성수역앞교차로 부근),3,3,127.0568879,37.54365699
1151,성동구,성동구 응봉동(응봉현대아파트 부근),3,3,127.0302131,37.54985433
1152,광진구,광진구 구의동(구의사거리 부근),2,2,127.0833416,37.5452874
1153,동대문구,동대문구 제기동(성바오로병원앞교차로 부근),10,10,127.0423326,37.57957425
1154,동대문구,동대문구 용두동(경동시장앞교차로 부근),9,12,127.0383513,37.5785268
1155,동대문구,동대문구 회기동(경희대 부근),6,11,127.0531147,37.59354146
1156,동대문구,동대문구 제기동(식당재료유통할인 부근),5,5,127.0404133,37.58301004
1157,동대문구,동대문구 장안동(장안동삼거리 부근),4,4,127.0719725,37.57892963
1158,동대문구,동대문구 용두동(서울시설공단 부근),3,3,127.03811,37.57268062
1159,동대문구,동대문구 휘경동(위생병원앞교차로 부근),3,3,127.0638034,37.59051734
1160,중랑구,중랑구 상봉동(한일써너스빌리젠시2 부근),6,6,127.0938475,37.59791597
1161,중랑구,중랑구 면목동(동원사거리 부근),5,5,127.0934153,37.5898925
1162,중랑구,중랑구 중화동(장안중교 부근),5,5,127.079708,37.59933313
1163,중랑구,중랑구 묵동(묵동우체국 부근),4,4,127.0779532,37.60964481
1164,중랑구,중랑구 면목동(사가정역앞교차로 부근),4,4,127.0870934,37.57990165
1165,중랑구,중랑구 신내동(진로APT 부근),3,3,127.0930048,37.61597961
1166,중랑구,중랑구 면목동(면목역앞교차로 부근),3,4,127.0870583,37.58830209
1167,중랑구,중랑구 망우동(망우1동우체국 부근),3,3,127.1034409,37.60033716
1168,성북구,성북구 동선동1가(성신여대입구역사거리 부근),6,7,127.0166774,37.59301199
1169,성북구,성북구 하월곡동(성북트리즘빌딩앞교차로 부근),4,4,127.0383903,37.60248021
1170,성북구,성북구 정릉동(미진미싱 부근),4,4,127.0210406,37.60187008
1171,성북구,성북구 종암동(종암동370 부근),4,4,127.0322684,37.60262015
1172,성북구,성북구 정릉동(북한산보국문역1번출구 부근),3,4,127.0095097,37.6098809
1173,성북구,성북구 상월곡동(부동산 부근),3,3,127.0462538,37.60719111
1174,성북구,성북구 석관동(장위사거리 부근),2,2,127.0606074,37.61306927
1175,강북구,강북구 미아동(동성자동차공업주 부근),5,5,127.0336891,37.61086214
1176,강북구,강북구 미아동(삼양시장앞교차로 부근),4,4,127.0183419,37.62473532
1177,도봉구,도봉구 창동(우성빌딩입구 부근),5,5,127.0346823,37.64847904
1178,도봉구,도봉구 방학동(아람미술놀이방 부근),4,4,127.0334481,37.66735883
1179,도봉구,도봉구 방학동(LG대경주유소 부근),4,4,127.0430795,37.66641595
1180,도봉구,도봉구 쌍문동(한일병원 부근),4,4,127.027751,37.64528292
1181,도봉구,도봉구 도봉동(도봉고등학교 부근),3,3,127.0425264,37.68733917
1182,노원구,노원구 상계동(기업은행 부근),5,5,127.0805294,37.66935955
1183,노원구,노원구 중계동(성은약국 부근),4,6,127.0735064,37.66060455
1184,노원구,노원구 상계동(상계초교입구교차로 부근),4,4,127.0679147,37.65767796
1185,노원구,노원구 상계동(수락산역앞교차로 부근),3,5,127.0550847,37.67847333
1186,노원구,노원구 공릉동(준효약국 부근),3,3,127.0791937,37.62318337
1187,노원구,노원구 상계동(당고개입구오거리 부근),3,3,127.0758316,37.66405576
1188,은평구,은평구 불광동(불광전화국앞 부근),5,5,126.928925,37.61182137
1189,은평구,은평구 신사동(동명한의원 부근),5,5,126.9136956,37.59875718
1190,은평구,은평구 녹번동(푸른치과의원 부근),4,4,126.9323595,37.60747096
1191,은평구,은평구 응암동(응암오거리 부근),4,4,126.9178177,37.58980437
1192,서대문구,서대문구 홍은동(유진상가 부근),6,6,126.941741,37.59096043
1193,서대문구,서대문구 홍제동(홍제교 부근),4,6,126.9455622,37.59227243
1194,서대문구,서대문구 남가좌동(홍남교앞교차로 부근),3,3,126.9259413,37.57576679
1195,서대문구,서대문구 홍제동(서부빌딩 부근),3,3,126.9451022,37.5880626
1196,마포구,마포구 노고산동(신촌현대백화점 부근),4,4,126.9336841,37.55625967
1197,마포구,마포구 서교동(서교동감리교회 부근),2,2,126.9147555,37.55469946
1198,양천구,양천구 신월동(신월제2동제일은행 부근),5,6,126.8440762,37.52261168
1199,양천구,양천구 목동(목동사거리 부근),5,5,126.8636921,37.53392435
1200,양천구,양천구 신정동(신정네거리역앞 부근),5,5,126.8534453,37.52146783
1201,양천구,양천구 신월동(월정초교앞교차로 부근),4,4,126.834171,37.53695977
1202,양천구,양천구 목동(양동중학교 부근),3,3,126.8694934,37.54841501
1203,양천구,양천구 신월동(신월지하차도북측 부근),3,3,126.8422831,37.51803187
1204,강서구,강서구 화곡동(한라한의원 부근),3,3,126.8477659,37.53425048
1205,강서구,강서구 화곡동(한성빌딩 부근),3,3,126.8400065,37.53753333
1206,강서구,강서구 방화동(신방화사거리 부근),2,2,126.8169158,37.57337907
1207,강서구,강서구 화곡동(우장공원입구교차로 부근),2,2,126.850033,37.55210961
1208,구로구,구로구 오류동(오류동역2번출구 부근),4,4,126.8455863,37.49345058
1209,구로구,구로구 개봉동(개봉로5길26 부근),3,3,126.8542289,37.48564013
1210,금천구,금천구 시흥동(장혁빌딩 부근),4,4,126.9055231,37.45731828
1211,금천구,금천구 독산동(독산4동사거리 부근),4,6,126.9028967,37.46483139
1212,금천구,금천구 시흥동(평화교회 부근),4,4,126.9131861,37.45015386
1213,금천구,금천구 가산동(신평대일타운 부근),3,3,126.8930052,37.47564236
1214,영등포구,영등포구 영등포동3가(영등포역앞교차로 부근),5,6,126.9069551,37.51648147
1215,영등포구,영등포구 신길동(신길동3994 부근),4,4,126.9169524,37.50002616
1216,영등포구,영등포구 당산동1가(영등포청과시장앞교차로 부근),4,4,126.9018755,37.52059306
1217,영등포구,영등포구 신길동(엔씨티오피스텔 부근),2,2,126.9173182,37.51584408
1218,동작구,동작구 상도동(성대약국 부근),13,14,126.9319171,37.50010423
1219,동작구,동작구 대방동(대방천사거리 부근),5,5,126.9209052,37.49823312
1220,동작구,동작구 상도동(장승배기교차로 부근),5,5,126.9389749,37.50492031
1221,동작구,동작구 사당동(남성역앞교차로 부근),4,4,126.9691909,37.4853514
1222,동작구,동작구 상도동(숭실대입구역삼거리 부근),3,3,126.9542819,37.49573509
1223,동작구,동작구 노량진동(노량진삼익아파트 부근),3,3,126.9447249,37.51070713
1224,관악구,관악구 봉천동(봉천본동농협앞 부근),6,6,126.9462546,37.48129404
1225,관악구,관악구 남현동(꼬마숲어린이집 부근),4,5,126.9774063,37.47622598
1226,관악구,관악구 봉천동(2호선봉천역사입구 부근),3,3,126.9411838,37.48261638
1227,관악구,관악구 신림동(롯데백화점관악점앞 부근),3,3,126.9168547,37.48906651
1228,관악구,관악구 봉천동(플랫화이트 부근),3,4,126.9667804,37.47373592
1229,서초구,서초구 서초동(서초1교 부근),3,4,127.020654,37.49568053
1230,서초구,서초구 서초동(양재역사거리 부근),3,4,127.0340505,37.484386
1231,서초구,서초구 잠원동(한양아파트 부근),3,3,127.0082594,37.50885251
1232,서초구,서초구 서초동(서초동17411 부근),2,2,127.0080462,37.48908183
1233,강남구,강남구 수서동(수서아파트6단지601동 부근),6,6,127.1039248,37.48756133
1234,강남구,강남구 역삼동(국기원입구교차로 부근),5,5,127.0297592,37.4979678
1235,송파구,송파구 문정동(GS마트입구 부근),5,5,127.1157071,37.49182407
1236,송파구,송파구 방이동(각시반찬 부근),5,5,127.1156253,37.51103875
1237,송파구,송파구 삼전동(배명사거리 부근),3,4,127.0973192,37.50223119
1238,송파구,송파구 잠실동(삼전사거리 부근),3,3,127.0881645,37.50464232
1239,송파구,송파구 마천동(마천사거리 부근),3,3,127.146386,37.4976471
1240,강동구,강동구 암사동(암사시장 부근),5,5,127.1286758,37.55121454
1241,강동구,강동구 천호동(천호사거리 부근),4,4,127.1235451,37.53895518
1242,강동구,강동구 천호동(천호시장사거리 부근),4,4,127.1277671,37.54044951
1243,강동구,강동구 암사동(장치봉의맵꼬만명태찜 부근),3,3,127.1345239,37.55189078
1244,강동구,강동구 천호동(강동구민회관 부근),3,3,127.1415721,37.54617977
